Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-12,680.9606473076706,694.7414977747438,676.2819670326022,691.2537231445312,1318480,0.0,0.0
2016-02-15,694.9967289646968,699.2075518437935,678.8340143376108,684.5335083007812,1206980,0.0,0.0
2016-02-16,689.0421090138635,690.6158263957876,680.0675585954219,683.257568359375,926079,0.0,0.0
2016-02-17,680.9607494100235,692.4447845343649,671.8160547739739,691.2113037109375,783633,0.0,0.0
2016-02-18,692.4872844926632,706.4808038759168,691.1687575547048,703.84375,1179011,0.0,0.0
2016-02-19,707.6291379672226,707.6291379672226,691.9768561777418,704.0137939453125,620200,0.0,0.0
2016-02-22,703.5035936116278,736.6797002027446,702.95063773348,732.9793090820312,1883688,0.0,0.0
2016-02-23,730.2571186261,730.2571186261,709.6283867548584,711.8826293945312,590731,0.0,0.0
2016-02-24,711.925228597835,718.7305836732758,704.5243945691456,711.797607421875,1062120,0.0,0.0
2016-02-25,712.6056990374955,719.8363882502846,708.0971620301385,716.944091796875,859877,0.0,0.0
2016-02-26,721.3675333194204,725.323166151316,715.4978946502978,722.9838256835938,1191495,0.0,0.0
2016-02-29,723.9195173871544,724.514996234486,700.5261134762886,706.395751953125,1974971,0.0,0.0
2016-03-01,705.9279977927891,705.9279977927891,695.9326321024924,701.0792236328125,1777318,0.0,0.0
2016-03-02,706.0557030157584,727.3224410584016,706.0557030157584,722.4310913085938,1221727,0.0,0.0
2016-03-03,727.74775976753,728.2581407009973,719.4537321138381,722.1333618164062,746384,0.0,0.0
2016-03-04,721.7929478955725,728.0879218924204,715.7957393254903,722.005615234375,1331537,0.0,0.0
2016-03-08,721.3675976267019,721.3675976267019,700.9515335429273,702.8655395507812,1342346,0.0,0.0
2016-03-09,703.120726950177,717.8798710331737,703.120726950177,714.2645263671875,1929618,0.0,0.0
2016-03-10,712.01023063062,715.4129079574091,705.2048759770418,712.4780883789062,1140147,0.0,0.0
2016-03-11,716.2636480877346,729.8318356535922,707.3316192220325,724.4300537109375,1527676,0.0,0.0
2016-03-14,727.3648692374232,731.575693204551,718.8156520440066,729.1513061523438,825367,0.0,0.0
2016-03-15,724.8553513744838,728.8535078084742,710.7767836469509,715.2427978515625,1330602,0.0,0.0
2016-03-16,718.7304091099289,719.5385032922786,706.9060867699154,718.0924072265625,1511400,0.0,0.0
2016-03-17,721.4526002700968,727.3222391083874,717.1142076823048,722.7711791992188,1970969,0.0,0.0
2016-03-18,723.0689083228688,724.7702469306873,712.8608766759577,721.665283203125,1848223,0.0,0.0
2016-03-21,720.6018741350911,751.1409198438045,720.6018741350911,748.2911987304688,1587554,0.0,0.0
2016-03-22,745.229063332765,749.142174491034,733.6174549027301,740.2101440429688,2024654,0.0,0.0
2016-03-23,740.082264717361,746.3346630820253,732.0434297336984,743.1446533203125,1373555,0.0,0.0
2016-03-28,745.1862867968873,745.2713329563109,731.7457226018205,734.6805419921875,2033190,0.0,0.0
2016-03-29,731.8309769047472,741.2308647067448,730.3848283381136,732.5540771484375,1389839,0.0,0.0
2016-03-30,733.2770226036556,747.6958793139428,730.6399682326577,732.9793090820312,1453623,0.0,0.0
2016-03-31,727.7476118020863,744.9311426519284,727.7476118020863,739.656982421875,2635929,0.0,0.0
2016-04-01,737.6154585015177,744.2507217406888,728.1730483853781,738.2109375,1096484,0.0,0.0
2016-04-04,734.2126139707319,744.2930758051974,732.681419694317,741.9537353515625,960124,0.0,0.0
2016-04-05,740.2524837381027,751.0134199356116,733.5321750595616,738.8063354492188,1096886,0.0,0.0
2016-04-06,739.2315640326838,742.5491948121695,734.1275486308471,741.5283813476562,1041648,0.0,0.0
2016-04-07,740.0823158441588,744.2080413193637,727.3647989980919,731.5756225585938,848064,0.0,0.0
2016-04-08,732.4261915312431,734.1275299552414,719.4960091247108,723.4091186523438,712487,0.0,0.0
2016-04-11,725.6208466098159,738.2532637924689,718.9005389854663,735.2333984375,943737,0.0,0.0
2016-04-12,737.4452569341249,743.8252768571192,731.7457620854365,742.208984375,867406,0.0,0.0
2016-04-13,744.3357886776217,765.2622369395749,743.0597844684601,763.64599609375,1897529,0.0,0.0
2016-04-18,765.7725258905313,769.8132051269847,754.11834591914,764.8793334960938,1091523,0.0,0.0
2016-04-20,764.8366807232723,770.706319153995,759.7752403625418,769.0900268554688,1424850,0.0,0.0
2016-04-21,769.855753680051,771.472046196403,762.1997296103046,769.047607421875,1162870,0.0,0.0
2016-04-22,763.7308858917769,769.2602363326251,751.1409906567616,752.1618041992188,1078366,0.0,0.0
2016-04-25,749.014481412771,756.2451720340188,744.7611339885077,752.1194458007812,828061,0.0,0.0
2016-04-26,749.9501697482142,762.1998306519898,749.1845983921926,753.48046875,1214609,0.0,0.0
2016-04-27,752.3319529017431,760.4983574483309,749.354610339026,758.9671630859375,778693,0.0,0.0
2016-04-28,759.8179042968617,762.8802933114656,740.9330335848342,745.3990478515625,2715410,0.0,0.0
2016-04-29,745.1863605311908,748.0360821233747,730.8951256448771,738.2959594726562,1581281,0.0,0.0
2016-05-02,737.5302608831663,737.5302608831663,727.3222295906656,734.9357299804688,787156,0.0,0.0
2016-05-03,734.9358571275245,739.2317273221761,721.3676694697415,723.919677734375,1305303,0.0,0.0
2016-05-04,723.0690677069678,728.0880384746437,717.965050758448,725.9613647460938,568460,0.0,0.0
2016-05-05,730.7249974836415,733.1919594541517,720.34682066259,723.1965942382812,760873,0.0,0.0
2016-05-06,721.3677287241278,728.5984194011975,720.3043918598529,725.9613647460938,411253,0.0,0.0
2016-05-09,723.91964842595,739.8271763489523,713.8817600422643,719.240966796875,3215773,0.0,0.0
2016-05-10,722.0481326630925,738.2959483727944,719.3259803635927,733.6597900390625,1523285,0.0,0.0
2016-05-11,727.3222085251938,737.360095287945,724.004577682927,733.7447509765625,697299,0.0,0.0
2016-05-12,730.2145456185463,733.2769343207339,722.5159469408891,725.6209106445312,730642,0.0,0.0
2016-05-13,725.5783452807808,725.5783452807808,699.2075985995032,707.586669921875,2369627,0.0,0.0
2016-05-16,708.6075378508124,721.792912204579,694.9968288404726,719.87890625,1940183,0.0,0.0
2016-05-17,723.0689805946912,723.3666941125229,706.9062622049275,709.5007934570312,1434067,0.0,0.0
2016-05-18,709.2030380236461,709.9260861932113,700.1008657158541,702.2275390625,1428456,0.0,0.0
2016-05-19,702.7380406020255,705.9280511699213,689.3399962168633,693.3806762695312,1866764,0.0,0.0
2016-05-20,697.5487443542107,698.3994135546427,685.766996696519,691.0836791992188,1624617,0.0,0.0
2016-05-23,694.9967768134316,702.4401327462559,691.6366228938962,697.20849609375,1118741,0.0,0.0
2016-05-24,696.698128828601,701.3342867122783,693.6782633185575,700.1858520507812,946784,0.0,0.0
