Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-12,792.8830496758618,805.0989803830771,780.4366297100198,788.1810913085938,1089266,0.0,0.0
2016-02-15,798.4149689731445,804.1311151092991,786.4295248661573,791.6846923828125,703958,0.0,0.0
2016-02-16,788.3195111090357,793.0215267024822,770.8484105045945,774.7206420898438,985215,0.0,0.0
2016-02-17,778.1317064517012,791.9149748286337,762.5506106739881,789.1951904296875,1171983,0.0,0.0
2016-02-18,794.7270506351017,796.3865622242957,765.7775740777258,770.064697265625,997874,0.0,0.0
2016-02-19,769.788231187299,790.0252044484006,764.3025741953475,787.9968872070312,799360,0.0,0.0
2016-02-22,789.1953115242593,805.0529855802746,787.351397244997,802.8863525390625,609601,0.0,0.0
2016-02-23,803.0247043124599,811.230145728621,798.5532344952153,808.6486206054688,1438921,0.0,0.0
2016-02-24,810.400221049986,816.6234309385951,806.7123929678473,812.981689453125,1289097,0.0,0.0
2016-02-25,811.7833463060485,815.8399806532104,791.6846898154101,794.4505615234375,1326303,0.0,0.0
2016-02-26,800.2587471754744,805.7904896674708,787.5357506982416,795.2340698242188,536753,0.0,0.0
2016-02-29,796.6630987085052,801.1346243566691,775.9190641900611,780.06787109375,890886,0.0,0.0
2016-03-01,786.0606088675723,806.389808144741,783.6635428921501,803.9005126953125,1161059,0.0,0.0
2016-03-02,807.6345557633193,812.1982554320964,798.8759618366623,803.8084106445312,808137,0.0,0.0
2016-03-03,806.1595503861035,826.5347858440873,803.7163408361217,811.552978515625,1061326,0.0,0.0
2016-03-04,817.4072907269044,820.6341411626418,791.40814080498,798.2305908203125,1039977,0.0,0.0
2016-03-08,800.1667159303978,812.9818878806014,791.0854032985474,807.3579711914062,1174011,0.0,0.0
2016-03-09,807.6345059973205,819.4355468853868,801.9644467170433,807.8189086914062,1401934,0.0,0.0
2016-03-10,802.1028222901823,826.0737112321877,802.1028222901823,824.9212646484375,810951,0.0,0.0
2016-03-11,829.7616085697479,833.1728619926745,821.9710577682587,828.2403564453125,1043602,0.0,0.0
2016-03-14,827.9176726083224,832.7118619223315,819.2512512994672,829.1622924804688,788258,0.0,0.0
2016-03-15,832.5273902688458,835.7542406187251,807.7728608077797,815.5633544921875,954046,0.0,0.0
2016-03-16,811.5989252209507,813.1662637410252,794.8192926512992,797.4008178710938,1456263,0.0,0.0
2016-03-17,802.1026949132613,807.6344376368011,797.5850825136517,804.4536743164062,965277,0.0,0.0
2016-03-18,803.0248474138483,809.3863756024297,792.8372300069899,807.0353393554688,1072444,0.0,0.0
2016-03-21,805.099080560582,806.7125055717254,785.8762965079637,792.5604858398438,1484160,0.0,0.0
2016-03-22,792.8832354906408,792.8832354906408,780.0219205908212,786.752197265625,1746522,0.0,0.0
2016-03-23,786.7522307010082,790.0252240970731,780.2063564524931,783.6636962890625,917099,0.0,0.0
2016-03-28,783.6637105937361,790.5323037821253,776.9334335100575,779.4227294921875,1722071,0.0,0.0
2016-03-29,781.2664331666065,792.8830695843577,779.0537137195142,789.2874145507812,1101097,0.0,0.0
2016-03-30,796.5710999894105,815.9322031141531,794.5888693036306,813.0280151367188,1470782,0.0,0.0
2016-03-31,811.7832836983424,815.240623066734,797.5851208500945,800.6276245117188,1682214,0.0,0.0
2016-04-01,803.0248015305091,814.964159719222,797.4930577771416,802.1028442382812,853331,0.0,0.0
2016-04-04,805.7904480585772,819.1588250572606,797.7233240076475,816.9922485351562,662760,0.0,0.0
2016-04-05,816.300957546151,816.300957546151,794.7271357604068,801.9644775390625,762479,0.0,0.0
2016-04-06,801.8261464266238,806.7125080783386,793.4824454545733,795.9255981445312,451307,0.0,0.0
2016-04-07,796.5710293475095,801.1808153969743,788.3195010646072,791.269775390625,449770,0.0,0.0
2016-04-08,792.8831394096602,794.2199885153501,783.2947626569172,785.0925903320312,448087,0.0,0.0
2016-04-11,783.6636068654615,794.6349198702983,776.9794172774914,792.8831787109375,651373,0.0,0.0
2016-04-12,794.5426139543073,802.1026733946853,792.4221238881977,799.24462890625,433486,0.0,0.0
2016-04-13,802.5637684245062,807.6345331876709,798.4149608910079,806.11328125,692424,0.0,0.0
2016-04-18,815.2406455281302,817.3611358114739,806.7125415177992,816.1165161132812,685762,0.0,0.0
2016-04-20,815.9321232276257,818.4675055314403,806.943040514101,816.669677734375,778272,0.0,0.0
2016-04-21,820.5418808314263,825.1516666787938,816.0242681922862,819.7582397460938,702226,0.0,0.0
2016-04-22,816.5775164147393,823.9531741332479,801.5496250676387,803.5317993164062,692414,0.0,0.0
2016-04-25,802.4714106723368,802.4714106723368,789.195207109443,794.4964599609375,587700,0.0,0.0
2016-04-26,796.7554266922384,811.3223392563442,792.0073245844607,808.4642944335938,694778,0.0,0.0
2016-04-27,807.3579042728323,821.4638377063593,803.0246943235005,820.403564453125,553126,0.0,0.0
2016-04-28,820.4036608627446,824.6907847117799,802.1028314133578,804.9608764648438,1013142,0.0,0.0
2016-04-29,804.8685965401786,807.6344680059524,794.4044053367206,798.6453857421875,955985,0.0,0.0
2016-05-02,796.5709172699076,799.7977670505148,793.4823835600441,797.3084716796875,199724,0.0,0.0
2016-05-03,801.6417014795707,817.6837775889152,797.8616998640034,803.9465942382812,1073196,0.0,0.0
2016-05-04,803.9465830581884,810.4002826928298,796.5709263328839,805.4216918945312,469904,0.0,0.0
2016-05-05,805.8828442775151,807.1275203814774,795.1420756174674,799.383056640625,402567,0.0,0.0
2016-05-06,796.5250316526194,820.5420083968394,794.2662249818844,819.6661376953125,1249025,0.0,0.0
2016-05-09,825.1056069012193,842.5767070851376,823.9070737962959,835.8463745117188,1355429,0.0,0.0
2016-05-10,834.3253086712435,837.367756648304,823.7227992284079,828.2403564453125,1034271,0.0,0.0
2016-05-11,822.3858408921642,847.2786858519046,818.2370333988741,836.9988403320312,2228431,0.0,0.0
2016-05-12,848.2006910614972,861.0159196634314,845.6192219517582,856.3139038085938,2382775,0.0,0.0
2016-05-13,856.2677589080021,874.0154352029997,855.207485607632,870.0049438476562,2285317,0.0,0.0
2016-05-16,874.8912375686,883.0505357331313,871.2494956182699,878.302490234375,1913343,0.0,0.0
2016-05-17,879.0861386277593,896.1423458271443,873.7848850387612,893.9757690429688,1770437,0.0,0.0
2016-05-18,893.3765101488492,895.2204245144815,878.118130027602,888.0752563476562,1273835,0.0,0.0
2016-05-19,893.2381118146843,893.2381118146843,877.7492438239248,882.1285400390625,1251713,0.0,0.0
2016-05-20,881.3909301757812,887.8446294553111,876.550655716134,881.3909301757812,972841,0.0,0.0
2016-05-23,884.9866225061128,885.078795705281,870.0048199746432,872.7245483398438,726047,0.0,0.0
2016-05-24,878.0719477027537,887.2915185258747,868.2069956676555,881.6214599609375,490332,0.0,0.0
2016-05-25,887.9829883873159,908.1277281736169,887.6602696446851,905.5923461914062,815313,0.0,0.0
2016-05-26,911.4007897624716,921.4962324781991,897.4792583838281,914.4432373046875,1410903,0.0,0.0
2016-05-27,914.4892838002072,923.6166254648798,909.4646062750155,920.3436889648438,1105534,0.0,0.0
2016-05-30,916.4254323184026,925.8754933659516,902.0890094957495,908.03564453125,1487177,0.0,0.0
2016-05-31,910.89362833484,917.8083066875841,904.1633526591949,907.9894409179688,1151373,0.0,0.0
2016-06-01,911.8616998578918,945.0060703605053,911.8616998578918,941.963623046875,2068760,0.0,0.0
