Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-12,344.3055632708757,346.805065103165,327.914649545169,342.094482421875,2187500,0.0,0.0
2016-02-15,342.4789837519213,350.5542718170169,336.95125278610084,344.83428955078125,775675,0.0,0.0
2016-02-16,348.9200253400941,349.3526127962339,333.1058953412551,334.11529541015625,1720575,0.0,0.0
2016-02-17,332.9136192627403,332.96170409491054,310.5623575800916,314.2154846191406,2744020,0.0,0.0
2016-02-18,315.41714363059936,322.53108722795656,307.77444294323925,320.7525939941406,1744811,0.0,0.0
2016-02-19,320.12775686235176,327.6262331257656,318.20506763194726,321.7620544433594,807083,0.0,0.0
2016-02-22,324.64606656366436,326.2803346973974,313.6867152134305,324.83831787109375,873701,0.0,0.0
2016-02-23,324.9344184727261,324.9344184727261,313.87895748918663,316.7149353027344,828320,0.0,0.0
2016-02-24,318.20504871518153,319.16639327323344,311.6198326249444,314.3116149902344,668565,0.0,0.0
2016-02-25,315.4171450861805,317.96470221442144,310.22589050944475,311.23529052734375,1270824,0.0,0.0
2016-02-26,315.8497517316483,323.97312521173507,312.3889346952622,317.3879089355469,881692,0.0,0.0
2016-02-29,318.92603650915885,318.92603650915885,290.03764614303935,304.5539245605469,1857767,0.0,0.0
2016-03-01,300.4201253255208,326.85709635416663,298.01676432291663,324.4537353515625,1388815,0.0,0.0
2016-03-02,324.4537659596929,325.3670549620009,314.84032104236866,320.992919921875,1520145,0.0,0.0
2016-03-03,320.127715018707,331.1831766484822,319.5989872846191,328.92401123046875,1501530,0.0,0.0
2016-03-04,328.6836864301231,332.0483922594356,323.01175961400605,325.3670654296875,893896,0.0,0.0
2016-03-08,324.9344372855035,330.70250421956575,323.20402894044713,328.3471984863281,2006420,0.0,0.0
2016-03-09,328.34725046501995,328.34725046501995,324.1654247461494,326.7129821777344,914711,0.0,0.0
2016-03-10,326.56874506435554,332.14453154323274,324.74216700667245,325.94384765625,3429651,0.0,0.0
2016-03-11,326.9052018270252,333.9710901227263,323.9731126906555,332.6252136230469,1425552,0.0,0.0
2016-03-14,333.68268862887516,335.98990960839006,326.905192162786,327.9626770019531,794134,0.0,0.0
