Symbol,Target_Period,Target_Return,Opportunity_Prob,NaiveBayes_CV_Accuracy
NIFTY,2,0.01,4.390665816786989e-183,0.9703089675960813
BANKNIFTY,2,0.01,0.0,0.9703089675960813
BEL,2,0.01,3.4165959884714034e-05,0.9703089675960813
MARUTI,2,0.01,9.752031854808109e-73,0.9703089675960813
SHRIRAMFIN,2,0.01,1.4787036660529554e-05,0.9703089675960813
ICICIBANK,2,0.01,2.8196071298268273e-05,0.9703089675960813
HDFCBANK,2,0.01,7.620912147810194e-05,0.9703089675960813
SBIN,2,0.01,1.1975237602106377e-05,0.9703089675960813
RELIANCE,2,0.01,1.5019718812581184e-05,0.9703089675960813
ITC,2,0.01,1.2647197019130942e-05,0.9703089675960813
KOTAKBANK,2,0.01,2.8410890731673818e-05,0.9703089675960813
LT,2,0.01,2.3524185957526754e-10,0.9703089675960813
ETERNAL,2,0.01,,0.9703089675960813
INFY,2,0.01,3.26847121294323e-05,0.9703089675960813
ADANIENT,2,0.01,1.7353965288007717e-05,0.9703089675960813
BAJFINANCE,2,0.01,9.964043709123769e-05,0.9703089675960813
BHARTIARTL,2,0.01,4.43101260503137e-06,0.9703089675960813
NIFTY,2,0.015,0.0,0.9562923888470234
BANKNIFTY,2,0.015,0.0,0.9562923888470234
BEL,2,0.015,0.000546100774595815,0.9562923888470234
MARUTI,2,0.015,1.3083106986349423e-210,0.9562923888470234
SHRIRAMFIN,2,0.015,0.0004893846011323297,0.9562923888470234
ICICIBANK,2,0.015,0.0004007207765941882,0.9562923888470234
HDFCBANK,2,0.015,0.0020526720578826593,0.9562923888470234
SBIN,2,0.015,0.0002819379487017781,0.9562923888470234
RELIANCE,2,0.015,0.0004482778714162588,0.9562923888470234
ITC,2,0.015,0.00016324730039585873,0.9562923888470234
KOTAKBANK,2,0.015,0.00010459946406531301,0.9562923888470234
LT,2,0.015,2.986965850342554e-13,0.9562923888470234
ETERNAL,2,0.015,,0.9562923888470234
INFY,2,0.015,0.00048095788497908834,0.9562923888470234
ADANIENT,2,0.015,1.4207151281876482e-05,0.9562923888470234
BAJFINANCE,2,0.015,0.0027471988148765484,0.9562923888470234
BHARTIARTL,2,0.015,2.5388693262014816e-05,0.9562923888470234
NIFTY,2,0.02,0.0,0.9436322532027128
BANKNIFTY,2,0.02,0.0,0.9436322532027128
BEL,2,0.02,0.0004894328403744611,0.9436322532027128
MARUTI,2,0.02,1.6461240224457165e-286,0.9436322532027128
SHRIRAMFIN,2,0.02,0.0006369697397526306,0.9436322532027128
ICICIBANK,2,0.02,0.0002744870084527058,0.9436322532027128
HDFCBANK,2,0.02,0.002183622120431304,0.9436322532027128
SBIN,2,0.02,0.0002322749266055557,0.9436322532027128
RELIANCE,2,0.02,0.00036947226635902135,0.9436322532027128
ITC,2,0.02,0.00012395134725507123,0.9436322532027128
KOTAKBANK,2,0.02,5.473958973743994e-05,0.9436322532027128
LT,2,0.02,1.2302531989040417e-16,0.9436322532027128
ETERNAL,2,0.02,,0.9436322532027128
INFY,2,0.02,0.00036724956163989263,0.9436322532027128
ADANIENT,2,0.02,2.867951783673252e-06,0.9436322532027128
BAJFINANCE,2,0.02,0.003772748102849685,0.9436322532027128
BHARTIARTL,2,0.02,6.452732545329946e-06,0.9436322532027128
NIFTY,3,0.01,3.220147430225873e-183,0.9716654107008289
BANKNIFTY,3,0.01,0.0,0.9716654107008289
BEL,3,0.01,6.2134577701115e-05,0.9716654107008289
MARUTI,3,0.01,1.710203297535146e-77,0.9716654107008289
SHRIRAMFIN,3,0.01,4.616721219648114e-05,0.9716654107008289
ICICIBANK,3,0.01,4.817589142772781e-05,0.9716654107008289
HDFCBANK,3,0.01,0.00017503681838796858,0.9716654107008289
SBIN,3,0.01,3.030233543808546e-05,0.9716654107008289
RELIANCE,3,0.01,4.7047535085931854e-05,0.9716654107008289
ITC,3,0.01,2.6365460670301482e-05,0.9716654107008289
KOTAKBANK,3,0.01,4.133549434956807e-05,0.9716654107008289
LT,3,0.01,1.1046507910293453e-09,0.9716654107008289
ETERNAL,3,0.01,,0.9716654107008289
INFY,3,0.01,5.807076208233881e-05,0.9716654107008289
ADANIENT,3,0.01,2.1767491599284247e-05,0.9716654107008289
BAJFINANCE,3,0.01,0.00020246396448342347,0.9716654107008289
BHARTIARTL,3,0.01,1.1873803724730752e-05,0.9716654107008289
NIFTY,3,0.015,0.0,0.9611152976639035
BANKNIFTY,3,0.015,0.0,0.9611152976639035
BEL,3,0.015,0.0001359503449057995,0.9611152976639035
MARUTI,3,0.015,1.152362966721001e-215,0.9611152976639035
SHRIRAMFIN,3,0.015,0.00020508897972345566,0.9611152976639035
ICICIBANK,3,0.015,0.00011552995770716356,0.9611152976639035
HDFCBANK,3,0.015,0.0007345939304967512,0.9611152976639035
SBIN,3,0.015,9.841498303778016e-05,0.9611152976639035
RELIANCE,3,0.015,0.00019663317632511075,0.9611152976639035
ITC,3,0.015,4.7422750536138875e-05,0.9611152976639035
KOTAKBANK,3,0.015,3.057565169439466e-05,0.9611152976639035
LT,3,0.015,3.0248768710569575e-13,0.9611152976639035
ETERNAL,3,0.015,,0.9611152976639035
INFY,3,0.015,0.00013127372092074037,0.9611152976639035
ADANIENT,3,0.015,3.297861212768081e-06,0.9611152976639035
BAJFINANCE,3,0.015,0.0008997680295914158,0.9611152976639035
BHARTIARTL,3,0.015,1.0276992794860109e-05,0.9611152976639035
NIFTY,3,0.02,0.0,0.8872645064054258
BANKNIFTY,3,0.02,0.0,0.8872645064054258
BEL,3,0.02,0.0007067653160184283,0.8872645064054258
MARUTI,3,0.02,5.677252959396537e-291,0.8872645064054258
SHRIRAMFIN,3,0.02,0.001424637265925151,0.8872645064054258
ICICIBANK,3,0.02,0.00041795644853203685,0.8872645064054258
HDFCBANK,3,0.02,0.003327467294795852,0.8872645064054258
SBIN,3,0.02,0.0004908888229677296,0.8872645064054258
RELIANCE,3,0.02,0.0008137638373722999,0.8872645064054258
ITC,3,0.02,0.0002063782810534386,0.8872645064054258
KOTAKBANK,3,0.02,6.271313969919212e-05,0.8872645064054258
LT,3,0.02,7.396618027311405e-16,0.8872645064054258
ETERNAL,3,0.02,,0.8872645064054258
INFY,3,0.02,0.0005518871727438965,0.8872645064054258
ADANIENT,3,0.02,2.7266567676415284e-06,0.8872645064054258
BAJFINANCE,3,0.02,0.005190831378085526,0.8872645064054258
BHARTIARTL,3,0.02,1.5611905732291468e-05,0.8872645064054258
NIFTY,5,0.01,2.760173432273775e-187,0.9799547852298417
BANKNIFTY,5,0.01,0.0,0.9799547852298417
BEL,5,0.01,1.522799453330027e-05,0.9799547852298417
MARUTI,5,0.01,1.675992955151107e-79,0.9799547852298417
SHRIRAMFIN,5,0.01,1.767396965032532e-05,0.9799547852298417
ICICIBANK,5,0.01,1.0899400418304727e-05,0.9799547852298417
HDFCBANK,5,0.01,4.225553253528636e-05,0.9799547852298417
SBIN,5,0.01,9.469144850314474e-06,0.9799547852298417
RELIANCE,5,0.01,1.7164956443359425e-05,0.9799547852298417
ITC,5,0.01,6.833419776248239e-06,0.9799547852298417
KOTAKBANK,5,0.01,6.966469390163963e-06,0.9799547852298417
LT,5,0.01,2.4866913850446306e-10,0.9799547852298417
ETERNAL,5,0.01,,0.9799547852298417
INFY,5,0.01,1.5199817524126227e-05,0.9799547852298417
ADANIENT,5,0.01,6.506639664477461e-06,0.9799547852298417
BAJFINANCE,5,0.01,6.093528285957161e-05,0.9799547852298417
BHARTIARTL,5,0.01,2.9597439172103765e-06,0.9799547852298417
NIFTY,5,0.015,0.0,0.9829691032403918
BANKNIFTY,5,0.015,0.0,0.9829691032403918
BEL,5,0.015,5.977820733808577e-08,0.9829691032403918
MARUTI,5,0.015,4.126831813462496e-219,0.9829691032403918
SHRIRAMFIN,5,0.015,1.4753155469799408e-07,0.9829691032403918
ICICIBANK,5,0.015,5.040868444733446e-08,0.9829691032403918
HDFCBANK,5,0.015,3.364539272902116e-07,0.9829691032403918
SBIN,5,0.015,5.0990242827635985e-08,0.9829691032403918
RELIANCE,5,0.015,1.3662606267586242e-07,0.9829691032403918
ITC,5,0.015,2.141534068503892e-08,0.9829691032403918
KOTAKBANK,5,0.015,1.2108496783862116e-08,0.9829691032403918
LT,5,0.015,7.107607541489431e-17,0.9829691032403918
ETERNAL,5,0.015,,0.9829691032403918
INFY,5,0.015,6.704307845144065e-08,0.9829691032403918
ADANIENT,5,0.015,3.016004886254297e-09,0.9829691032403918
BAJFINANCE,5,0.015,5.585406837323521e-07,0.9829691032403918
BHARTIARTL,5,0.015,3.800837430190139e-09,0.9829691032403918
NIFTY,5,0.02,0.0,0.9422758100979653
BANKNIFTY,5,0.02,0.0,0.9422758100979653
BEL,5,0.02,6.067592837666181e-07,0.9422758100979653
MARUTI,5,0.02,5.859850455247506e-297,0.9422758100979653
SHRIRAMFIN,5,0.02,2.554454467906758e-06,0.9422758100979653
ICICIBANK,5,0.02,3.1429560634408664e-07,0.9422758100979653
