"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",79517,54847064,54926581,1546101.15456,3173333.5065590004,4719434.661119,6109007,25879.15
"BANKNIFTY",27606,2891746,2919352,564537.611176,368881.6104885,933419.2216645,1029468,58381.95
"ICICIBANK",42147,201407,243554,409001.17363,19283.7855,428284.95913,259264,1385.4
"TATASTEEL",34857,239165,274022,344331.6085,30526.5092,374858.1177,118846,176.55
"ASIANPAINT",36734,511651,548385,263876.715525,45133.0586,309009.774125,144082,2874.3
"INFY",46264,135852,182116,282860.05128,9160.76536,292020.81664,272037,1542
"INDUSINDBK",29091,159399,188490,178592.82301,18025.97041,196618.79342,112510,863.4
"ETERNAL",23299,97986,121285,171021.430895,9880.983085,180902.41398,198082,297.4
"RELIANCE",21088,206130,227218,160057.4674,13650.4198,173707.8872,357533,1512.1
"HDFCBANK",29946,142487,172433,163196.88198,7710.65185,170907.53383,503044,985.75
"ASHOKLEY",19543,146164,165707,144963.6405,17938.2555,162901.896,54810,150.5
"MOTHERSON",21828,83007,104835,145464.69417,12470.41527,157935.10944,55838,111.6
"IDEA",17806,68198,86004,135168.3380625,16106.03355,151274.3716125,143335,10.49
"BHARTIARTL",13711,133954,147665,136891.8727425,11405.610415,148297.4831575,160590,2093
"EICHERMOT",11015,71074,82089,132103.1547925,11285.0442025,143388.198995,41155,6796.5
"MCX",9176,116272,125448,110927.966225,26070.501475,136998.4677,58316,9600
"BIOCON",11421,100449,111870,119521.8555,17147.05075,136668.90625,38769,416.5
"MIDCPNIFTY",4839,262731,267570,94346.365764,38069.697792,132416.063556,149815,13824.8
"HAL",16738,151602,168340,118944.82668,12965.94207,131910.76875,131971,4745.2
"VEDL",18736,130470,149206,114990.82783,14596.578205,129587.406035,157852,529
"BSE",9866,108506,118372,103536.881025,22632.6006,126169.481625,82353,2770
"SBIN",15930,148866,164796,114811.8132,9828.65655,124640.46975,212048,954.9
"ADANIENT",13141,108698,121839,98532.42087,13927.6779,112460.09877,109580,2488
"HINDZINC",16303,100702,117005,99766.89149,12183.6472625,111950.5387525,64920,495
"JIOFIN",14196,60429,74625,105010.52926,6411.646,111422.17526,106919,311
"HINDALCO",17860,111896,129756,101601.17114,8758.30137,110359.47251,171698,814
"DIXON",12681,104706,117387,98370.600015,11955.828725,110326.42874,100247,15330
"ALKEM",13562,65230,78792,98668.0524125,7504.96905,106173.0214625,25199,5703
"TCS",17663,111591,129254,96515.145895,6181.6782825,102696.8241775,274928,3104.8
"SHRIRAMFIN",13968,61762,75730,94361.1897525,7597.6737375,101958.86349,106089,813.5
"BAJFINANCE",12575,76041,88616,95853.586125,5811.70545,101665.291575,201855,1007
"INDIGO",9965,90604,100569,88214.427705,10105.561005,98319.98871,82105,5911
"KOTAKBANK",10506,53722,64228,87559.974,3837.3852,91397.3592,151897,2080
"GLENMARK",11430,53087,64517,81529.87635,8392.420425,89922.296775,45175,1888.9
"JSWSTEEL",10545,40631,51176,84971.108025,4096.7677125,89067.8757375,87962,1182.5
"LT",11595,113098,124693,81127.146415,7789.8600675,88917.0064825,139490,4005
"M&M",10509,51442,61951,78447.906,4650.37438,83098.28038,137479,3699.4
"PGEL",15458,113878,129336,60295.73415,13270.4348,73566.16895,36215,560.5
