Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
ITC,27460,201801,229261,139018.83696,108329831584.0,153360.3928,14341.55584,259154,308.15
BANKBARODA,16493,52187,68680,138932.3400075,46549734601.5,147961.8641475,9029.52414,57691,278.75
RECLTD,24644,110933,135577,126435.48344,59993141502.0,141288.06846,14852.58502,102170,358.75
CANBK,12479,44637,57116,121543.382925,46619414460.0,130481.457525,8938.0746,64040,139.68
ANGELONE,19832,76605,96437,115628.471475,47687876300.0,130130.984475,14502.513,31360,2321.9
BAJAJ-AUTO,15165,138773,153938,108521.8221825,103080824778.0,123626.4449625,15104.62278,73350,9500.0
CDSL,17758,57733,75491,105455.03671,36833640340.5,113835.015115,8379.978405,47857,1231.0
TATASTEEL,10139,34643,44782,105798.99165,37399960895.0,113644.9006,7845.90895,75046,185.9
BDL,19635,82043,101678,99259.1635,45114219405.5,113562.437555,14303.274055,38720,1378.0
MAZDOCK,17403,117310,134713,87409.89504,64012479554.0,109602.81058,22192.91554,48597,2379.8
RVNL,21043,93511,114554,94830.5891725,50934579725.25,109419.416425,14588.8272525,88583,327.0
BHEL,14003,68703,82706,95150.4127875,50606968308.75,106285.73025,11135.3174625,60423,252.0
IDEA,12437,41737,54174,96917.01228,35553065195.25,106183.4529825,9266.4407025,132352,10.82
MARUTI,12712,159030,171742,92113.51059,120387666837.5,105498.428965,13384.918375,159103,14185.0
M&M,13238,80649,93887,91300.62058,58091144894.0,102981.56952,11680.94894,131183,3362.0
MUTHOOTFIN,9254,48704,57958,91308.5715025,52382122435.5,102755.7083575,11447.136855,30792,3500.0
KOTAKBANK,12067,20907,32974,99117.832,17675648620.0,101800.6782,2682.8462,127844,407.85
PNB,9495,23466,32961,93155.3088,24065532880.0,98071.6776,4916.3688,48563,121.05
TITAN,12460,78668,91128,87915.4751825,57392147501.5,97521.2051975,9605.730015,75391,3944.0
WIPRO,12340,54815,67155,89980.2897,41178468750.0,96286.6272,6306.3375,65693,241.93
BHARTIARTL,9899,31457,41356,91918.3898575,30160474856.5,95766.3484225,3847.958565,146412,1934.0
DELHIVERY,9278,24012,33290,83556.673115,22444135223.25,89285.8665975,5729.1934825,20291,434.0
SHRIRAMFIN,9198,27879,37077,75828.2305275,23916486948.75,81256.492515,5428.2619875,66971,994.0
ETERNAL,11074,38489,49563,72650.9894325,26331925016.5,78492.9545975,5841.965165,168537,268.5
CGPOWER,12249,97347,109596,62459.657755,52458877644.0,77147.119195,14687.46144,37110,593.5
SAIL,10283,19979,30262,72374.89533,14835767422.0,76556.73255,4181.83722,54310,147.5
BAJFINANCE,10249,31740,41989,70109.2731,22956223665.0,74472.00975,4362.73665,162114,904.5
HCLTECH,11799,52514,64313,69358.5207,31778624290.0,73604.7536,4246.2329,69027,1674.3
SUNPHARMA,11336,95336,106672,64226.55071,55561853347.0,72325.45418,8098.90347,94800,1609.0
NTPC,11981,109101,121082,62656.68735,59853142080.0,71537.43315,8880.7458,107282,340.9
HINDPETRO,7628,18725,26353,65450.90304,16869199644.0,69265.67823,3814.77519,29056,431.95
ADANIENT,9981,42502,52483,61033.750452,27473467098.84,68693.5414404,7659.7909884,105786,1937.8
INDUSINDBK,10240,17032,27272,64085.1197,11028069829.0,66625.24799,2540.12829,67981,894.0
CONCOR,9462,42869,52331,60063.99,28527738812.5,66181.440625,6117.450625,42035,503.55
IDFCFIRSTB,8217,18909,27126,63171.6512175,15125097918.0,65815.1486475,2643.49743,53044,81.99
ONGC,9812,60276,70088,58045.22775,37410632257.5,65750.705325,7705.477575,77982,254.2
ADANIPORTS,9010,41169,50179,59744.6896025,28935654719.25,65126.856795,5382.1671925,72951,1347.9
TMPV,20847,98682,119529,58683.2488,29200240280.0,65087.9316,6404.6828,168290,343.2
BIOCON,6402,23688,30090,59606.68475,23360919400.0,64740.50375,5133.819,25737,367.05
SOLARINDS,8406,32423,40829,56145.45757,23682760252.5,62820.410095,6674.952525,28419,13073.0
HEROMOTOCO,6639,39182,45821,55594.84359,34371508333.5,62657.276925,7062.433335,38221,5532.0
DLF,11350,37661,49011,58311.757845,20526890686.5,62338.90971,4027.151865,91866,614.0
INDUSTOWER,8071,15358,23429,59500.96713,11909730137.0,62246.5285,2745.56137,67820,421.5
JIOFIN,9835,46835,56670,57339.959815,29681693541.5,62053.36398,4713.404165,126297,242.4
FEDERALBNK,4115,12216,16331,58977.926,17828325100.0,61959.177,2981.251,21296,285.25
ABB,8272,28027,36299,56567.7173625,19928832616.25,61124.606025,4556.8886625,34623,5425.0
KAYNES,14545,63807,78352,51885.79561,24382872540.0,60780.67101,8894.8754,59296,3560.0
IRFC,9851,62098,71949,49374.2169,33914690940.0,58941.7013,9567.4844,43890,113.7
JINDALSTEL,7555,19088,26643,52966.8280625,13743831725.0,56196.8328125,3230.00475,28874,1102.4
UNIONBANK,6392,16553,22945,49490.6757375,13554526984.5,52690.3905825,3199.714845,29852,169.38
UPL,5328,14825,20153,49330.316448000005,14691088927.75,52545.8947255,3215.5782775,36979,667.0
ASHOKLEY,4918,12992,17910,47247.654,13201913250.0,50118.6365,2870.9825,46381,189.1
MANAPPURAM,5494,18713,24207,45623.3325,16434033540.0,49992.4179,4369.0854,26763,272.65
COALINDIA,7878,43075,50953,45144.10773,25844180652.0,49976.53425,4832.42652,65849,419.3
NMDC,8338,19674,28012,45894.0789,11393235697.5,48947.223375,3053.144475,66454,80.29
COFORGE,6835,29942,36777,42584.956275,19386046582.5,47305.2471,4720.290825,47337,1650.0
JSWSTEEL,5380,20090,25470,43673.04918,16626521153.25,46632.7432125,2959.6940325,90694,1198.5
AUBANK,4558,7089,11647,44696.324,7166143680.0,46151.0608,1454.7368,30355,975.0
EICHERMOT,6112,22987,29099,42726.90053,17075375358.0,45693.60411,2966.70358,48119,6850.0
LAURUSLABS,5359,12002,17361,43179.344395,10373461820.5,45017.4926,1838.148205,39753,925.0
CHOLAFIN,4146,11274,15420,41962.327125,12006949631.25,44441.6984375,2479.3713125,32926,1587.0
ASIANPAINT,6557,54327,60884,39268.178125,34329333137.5,43185.9095,3917.731375,105565,2357.6
BHARATFORG,5499,20351,25850,38897.199,15377208605.0,42752.28505,3855.08605,20040,1387.0
TECHM,3707,25227,28934,38771.8509,27056985516.0,42528.06606,3756.21516,44499,1711.0
INDIANB,4568,14519,19087,39912.0848,13432374390.0,42525.7287,2613.6439,16381,842.0
AMBUJACEM,7107,39437,46544,38237.044545,21985870221.0,42111.429255,3874.38471,69996,497.1
APOLLOHOSP,4184,32346,36530,36508.4955625,29345525091.25,41727.121475,5218.6259125,44594,6889.0
INDIGO,5415,26715,32130,37437.13152,19218557944.5,41227.885965,3790.754445,93228,4591.0
ULTRACEMCO,6225,27520,33745,39106.390735,17908023111.0,41094.421845,1988.03111,69180,12296.0
CUMMINSIND,4848,7808,12656,39262.19868,6681262698.0,40854.22566,1592.02698,22621,4038.1
POLICYBZR,6306,14667,20973,36147.77635,8866427531.5,39431.161665,3283.385315,24385,1625.0
ADANIGREEN,7005,26049,33054,34964.2131,13898172072.0,38999.51382,4035.30072,61721,807.5
BANKINDIA,4533,10222,14755,36763.12016,8833564220.0,38918.38236,2155.2622,17654,150.0
PERSISTENT,5718,22256,27974,34943.97352,14159093468.0,37773.9082,2829.93468,31877,6055.0
INDHOTEL,5479,9178,14657,36584.1824,6425440300.0,37735.7354,1151.553,40068,656.45
MAXHEALTH,6517,30440,36957,33601.004745,16386293973.0,37651.004475,4049.99973,44890,974.25
POWERGRID,7179,40378,47557,34431.49695,20546493106.0,37380.51051,2949.01356,91233,250.65
NESTLEIND,5165,35151,40316,33391.6061,23827046135.0,36829.11745,3437.51135,50921,1271.0
AMBER,5224,28622,33846,31038.31278,18236506829.0,36159.38107,5121.06829,19548,5998.0
HINDUNILVR,4829,16483,21312,34105.05435,12103326306.0,35579.49741,1474.44306,67304,2333.0
NUVAMA,5320,10655,15975,33723.9948,7368189345.0,35488.28825,1764.29345,10046,1246.8
HDFCAMC,4529,7955,12484,33983.55516,6252331473.0,35045.62989,1062.07473,29578,2464.9
RBLBANK,3508,9566,13074,33083.16599,9355497291.0,34526.46765,1443.30166,35594,293.0
HUDCO,5867,19524,25391,31610.28252,11331167184.75,34488.6787425,2878.3962225,27362,190.9
TATAPOWER,5925,28593,34518,31291.047415,15920449739.5,34388.87106,3097.823645,71588,355.1
GLENMARK,4324,14147,18471,32049.0471375,10952156302.5,34141.2101625,2092.163025,39098,1936.0
IRCTC,5382,41628,47010,28998.61965,23895674713.75,34088.8230375,5090.2033875,47718,603.8
KALYANKJIL,6501,33168,39669,28365.4589175,15547276957.25,33857.64474,5492.1858225,48420,366.2
GAIL,6131,21251,27382,31742.799795,11384548276.5,33604.93206,1862.132265,52281,162.49
BPCL,4138,15396,19534,29476.132795,11309775564.0,31973.394685,2497.26189,27245,359.0
TRENT,7564,29105,36669,28373.64369,11677791428.0,31139.35797,2765.71428,114880,3711.9
GODREJPROP,6779,16429,23208,28568.084985,7587281537.0,30713.455355,2145.37037,72391,1506.0
POLYCAB,3392,10730,14122,29330.2872625,9620463031.25,30673.042575,1342.7553125,36348,6810.0
TATACONSUM,4652,17559,22211,28542.212765,11221516163.0,30205.889395,1663.67663,36570,1085.0
SUZLON,6174,26831,33005,26479.0260025,12452533994.0,29351.3369425,2872.31094,54540,46.35
SBILIFE,3576,16432,20008,26585.6734125,12631035682.5,28139.6802375,1554.006825,39648,1977.0
SIEMENS,4974,14988,19962,26424.1021975,8476053465.25,28122.98685,1698.8846525,23697,2985.0
TVSMOTOR,4011,18750,22761,25608.2894375,12364553815.25,27787.48259,2179.1931525,64896,3596.0
BANDHANBNK,4899,8573,13472,26591.3244,4929171264.0,27709.63704,1118.31264,40138,148.05
IREDA,5811,18935,24746,25497.61899,9147426600.0,27649.83249,2152.2135,33067,128.95
YESBANK,3988,8702,12690,26495.51127,6176756694.0,27598.17421,1102.66294,50984,21.16
ABCAPITAL,2489,6576,9065,25817.33909,7204137027.0,27392.76436,1575.42527,30890,328.0
MOTHERSON,3522,8740,12262,24556.52196,6436827082.5,26251.065285,1694.543325,36227,110.5
GRASIM,3562,4709,8271,24744.49275,3398961037.5,25263.153125,518.660375,73520,2747.5
TATAELXSI,4019,27206,31225,21900.23352,15613958353.0,25089.31705,3189.08353,24766,5413.0
DRREDDY,2894,16255,19149,21932.699875,12743611706.25,23833.0044375,1900.3045625,35440,1191.8
PRESTIGE,3374,5371,8745,22276.558845,3688705557.0,23452.604415,1176.04557,12664,1487.0
LICHSGFIN,4084,17887,21971,21192.7294,9663354610.0,23217.4755,2024.7461,43067,506.65
AUROPHARMA,3327,9760,13087,21751.30881,6628893529.5,23209.379105,1458.070295,47797,1164.8
DALBHARAT,3404,7999,11403,22282.3413475,5430577506.25,23185.28641,902.9450625,15787,2005.0
DABUR,3254,15130,18384,20648.245125,9955181875.0,22116.001375,1467.75625,32427,501.35
WAAREEENER,4189,14116,18305,19973.232965,7215961716.25,21950.6751275,1977.4421625,19788,2639.5
LTF,3216,9965,13181,20534.4927,6636753697.5,21771.167175,1236.674475,35986,278.75
BAJAJFINSV,4274,13179,17453,20639.342575,6560578747.5,21741.28005,1101.937475,82446,1904.0
LTIM,2142,11599,13741,19508.11191,10917081624.0,21563.17815,2055.06624,22250,5998.5
POWERINDIA,2204,4022,6226,20404.46291,4012902410.0,21480.48701,1076.0241,8352,18128.0
OIL,2686,12420,15106,18796.48386,9189341644.0,21404.9703,2608.48644,19663,501.45
LUPIN,2189,3898,6087,19818.94646,3696031446.5,20516.135925,697.189465,21732,2131.0
GODREJCP,3266,9459,12725,18961.3089,5677746265.0,20346.32155,1385.01265,21515,1168.0
LODHA,4415,11929,16344,18769.785525,5300537211.0,20340.832635,1571.04711,31999,921.55
SWIGGY,4405,17588,21993,18062.27267,7360679820.0,20130.33087,2068.0582,29216,312.95
GMRAIRPORT,2900,8387,11287,18530.6771025,5729320521.0,19767.3418125,1236.66471,38310,89.81
HDFCLIFE,2324,9874,12198,18535.91234,8170715674.0,19416.38908,880.47674,40711,714.65
CIPLA,3672,12732,16404,18258.9280875,6590733753.75,19212.290625,953.3625375,59320,1343.0
IOC,2312,7280,9592,18136.9407375,5897970975.0,19140.5179875,1003.57725,29405,159.61
SBICARD,2955,14354,17309,17560.17368,9048937832.0,18881.392,1321.21832,38115,740.5
KPITTECH,4065,13139,17204,17207.5924825,5926139029.5,18470.2527775,1262.660295,23101,989.2
APLAPOLLO,2481,3528,6009,17858.813735,2608438409.5,18376.18783,517.374095,31603,2046.9
360ONE,3247,2599,5846,17822.49005,1459255315.0,18184.5432,362.05315,7247,1117.0
EXIDEIND,2873,13012,15885,16641.03492,7888025790.0,18095.19282,1454.1579,30933,316.8
NBCC,2629,6663,9292,16705.21255,4551860820.0,18031.68575,1326.4732,21000,95.9
FINNIFTY,697,36692,37389,11295.619362000001,60893990599.2,17937.435354,6641.815992000001,11539,26691.8
IEX,3329,13496,16825,15589.1625,6807914512.5,17185.495125,1596.332625,43345,125.2
SRF,2681,14520,17201,15078.50534,8593958546.0,16632.8508,1554.34546,24676,2729.9
DMART,2754,13112,15866,15114.454965,7707412972.5,16170.15969,1055.704725,48935,3602.5
PGEL,2725,10605,13330,14275.413735,5894256978.5,16092.96352,1817.549785,20969,542.0
CAMS,2979,5652,8631,15297.957825,3016179577.5,15974.3286,676.370775,15146,673.05
MPHASIS,1914,6757,8671,14649.4410975,5450910924.25,15633.23784,983.7967425,21161,2755.2
NIFTYNXT50,922,480,1402,15455.0798575,819889214.0,15573.9219975,118.84214,1292,66217.95
VOLTAS,2911,12189,15100,14268.8867625,6305496461.25,15542.976375,1274.0896125,42871,1296.3
PATANJALI,3345,2288,5633,15056.76276,1090045170.0,15335.77446,279.0117,44330,486.0
UNITDSPR,2708,8587,11295,14485.11164,4718657276.0,15170.1644,685.05276,37248,1337.3
JSWENERGY,3142,8947,12089,14176.0061,4298339290.0,15020.299,844.2929,48944,441.75
VBL,2672,4417,7089,14135.4702,2442196552.5,14647.191975,511.721775,53366,470.75
KEI,2066,2095,4161,14157.520195,1513555816.5,14493.15336,335.633165,11199,3942.0
ADANIENSOL,2249,5215,7464,13287.616515,3272099017.5,14201.86419,914.247675,39919,848.95
CROMPTON,3009,12037,15046,12352.32882,5267282904.0,13684.70286,1332.37404,39739,225.2
PIIND,2449,2257,4706,13136.753525,1283492854.0,13432.162065,295.40854,22396,3082.0
ASTRAL,2031,4213,6244,12677.265245,2745839770.5,13248.29295,571.027705,22183,1460.0
SHREECEM,1980,1119,3099,13108.379775,783702397.75,13237.6537525,129.2739775,14080,26450.0
DIVISLAB,1969,10484,12453,11943.37976,6923849042.0,12856.42018,913.04042,44977,6002.0
COLPAL,2608,7459,10067,12334.983885,3690564959.25,12841.3934775,506.4095925,36799,2096.2
LICI,2129,4725,6854,12104.46139,2810767099.0,12609.34738,504.88599,24121,797.0
JUBLFOOD,1907,4081,5988,11918.352125,2714977550.0,12528.252625,609.9005,25994,494.0
NAUKRI,2439,4957,7396,11553.064425,2442472590.0,12169.265325,616.2009,30319,1242.0
TIINDIA,2318,7621,9939,11022.29292,3832045438.0,12047.3473,1025.05438,23296,2336.4
BRITANNIA,1548,8463,10011,11260.97125,6719595335.0,11959.7996,698.82835,34582,5710.0
FORTIS,1723,3873,5596,11376.7852475,2696041077.0,11907.2935175,530.50827,17764,833.75
PREMIERENE,2675,5231,7906,10898.728135,2272622479.0,11617.460425,718.73229,14539,693.7
PNBHOUSING,2069,4308,6377,10997.64185,2432060676.5,11515.703615,518.061765,29501,800.0
OBEROIRLTY,2115,5361,7476,10867.680005,2835165469.5,11486.6647,618.984695,23861,1455.1
HAVELLS,1566,3813,5379,10071.5107,2559972390.0,10476.8846,405.3739,28536,1277.8
MARICO,1125,3353,4478,9835.19136,3068106120.0,10250.39256,415.2012,30580,720.8
TORNTPOWER,1722,3273,4995,9714.1345175,1981183429.75,10141.038815,426.9042975,10316,1295.4
MFSL,1473,1305,2778,9568.0436,880698352.0,9772.38712,204.34352,25516,1622.9
ICICIPRULI,1576,2226,3802,9376.89705,1366987838.25,9596.5354325,219.6383825,18381,642.0
NYKAA,1119,3474,4593,8419.91625,2709119968.75,9154.0065625,734.0903125,16929,237.57
SYNGENE,1718,7712,9430,8166.1848,3937911810.0,8903.4029,737.2181,19777,467.15
TATATECH,1610,3832,5442,8298.57176,2067601200.0,8605.38376,306.812,18723,638.5
MANKIND,1748,1944,3692,8296.3851075,976532780.25,8488.05291,191.6678025,12596,2100.0
TORNTPHARM,840,697,1537,8341.4105,711352995.0,8468.54045,127.12995,11900,3972.6
BOSCHLTD,853,2971,3824,7703.1309375,2766209322.25,8079.72416,376.5932225,11231,35995.0
INOXWIND,1776,9693,11469,6727.374225,3992674078.25,8043.6681325,1316.2939075,35226,104.25
OFSS,1228,6320,7548,7144.82658,3862492274.25,7756.2243225,611.3977425,23035,7780.0
SUPREMEIND,1210,1020,2230,7431.2273175,652838576.25,7570.27558,139.0482625,13194,3491.5
PIDILITIND,1033,1116,2149,7371.0354,827662015.0,7488.00555,116.97015,21035,1425.0
NHPC,1332,4360,5692,6556.85824,2280487168.0,7030.97792,474.11968,18579,76.47
BLUESTARCO,1015,2210,3225,5930.29723,1343557192.25,6278.5741525,348.2769225,10770,1795.0
ICICIGI,1034,1460,2494,6136.862355,883811971.25,6266.8670675,130.0047125,19767,1829.4
KFINTECH,1183,1562,2745,5754.85625,809719770.0,5984.65395,229.7977,13858,987.0
PETRONET,1015,3500,4515,5532.5359,1972247880.0,5889.0747,356.5388,32354,281.35
UNOMINDA,840,2711,3551,5392.184215,1823381048.5,5873.7547,481.570485,10916,1144.0
ZYDUSLIFE,689,1407,2096,5499.03726,1162798443.0,5716.10169,217.06443,13917,878.35
SONACOMS,831,2273,3104,5012.0489125,1400997354.75,5319.04996,307.0010475,13721,490.5
PPLPHARMA,1198,4053,5251,4832.733675,1721418693.75,5235.3049875,402.5713125,14124,152.38
PHOENIXLTD,826,1228,2054,4805.129735,742701911.0,4963.628845,158.49911,14734,1665.0
PAGEIND,970,3078,4048,4689.0932415,1593556550.25,4895.283743999999,206.1905025,23952,32840.0
ALKEM,534,1325,1859,3730.3209,883191478.75,3846.5481875,116.2272875,11174,5590.0
SAMMAANCAP,516,716,1232,3246.94935,479938652.0,3341.49087,94.54152,39522,142.5
BAJAJHLDNG,423,2173,2596,2249.84557,1104565295.0,2390.04852,140.20295,5903,10481.0
