Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
CGPOWER,14522,62377,76899,81800.43578,35736073337.0,91463.14415,9662.70837,36804,659.9
ANGELONE,12343,63108,75451,80033.58375,41854011415.0,90392.0729,10358.48915,29725,2590.0
ABCAPITAL,7775,19509,27284,84100.92455,21517902559.0,89191.09014,5090.16559,35248,346.9
IDFCFIRSTB,10764,27606,38370,84602.3641925,21945018310.25,88523.621795,3921.2576025,51812,84.8
MOTHERSON,10756,28552,39308,80377.6956,21717774702.0,86274.16062,5896.46502,39418,121.4
DLF,14317,46141,60458,77678.62707,25506971976.75,83134.6143375,5455.9872675,90841,649.55
CHOLAFIN,7120,20118,27238,75668.4733125,21587838968.75,80026.238,4357.7646875,32024,1696.4
HDFCAMC,9475,19464,28939,76997.34819,15763475094.0,79604.45913,2607.11094,29764,2670.0
PNB,7529,23555,31084,75038.1264,24103238240.0,79491.5488,4453.4224,50303,123.85
SOLARINDS,10136,43230,53366,69751.38499,31295742895.0,77826.11394,8074.72895,30123,13975.0
ASIANPAINT,11728,71136,82864,71468.8902,44881542077.5,77396.560975,5927.670775,105620,2424.1
COALINDIA,12595,52568,65163,71634.43656,31028283738.0,77182.01019,5547.57363,71348,430.5
TITAN,9863,34378,44241,70678.67324,25226383960.75,74722.7578475,4044.0846075,78097,4080.3
BAJAJFINSV,13760,62822,76582,69636.149,32159238952.5,74526.888525,4890.739525,84524,2011.1
ONGC,11986,57812,69798,68272.3773,34201327725.0,74354.30955,6081.93225,86741,256.75
LODHA,14586,47847,62433,67352.63607,22499453974.5,74154.955815,6802.319745,31444,1034.1
PFC,13521,39682,53203,68561.86311,20695311780.0,73983.16341,5421.3003,82034,392.5
PAYTM,7590,36208,43798,66959.9537525,32163406347.5,73783.9372275,6823.983475,40370,1191.3
EICHERMOT,9606,30114,39720,69319.85417,22328689762.0,73154.45179,3834.59762,50252,7205.0
HINDUNILVR,9827,24172,33999,70092.32958,17598782067.0,72640.73025,2548.40067,69740,2369.5
ADANIENSOL,10163,28660,38823,66201.30297,19287338564.25,71674.4386125,5473.1356425,41335,971.15
AUBANK,7008,11635,18643,69494.9526,11778024130.0,71621.8939,2126.9413,29335,982.5
BHEL,9215,42010,51225,64650.7635375,30508902243.75,70884.192225,6233.4286875,56664,267.4
TECHM,6224,25231,31455,65102.90064,27090347544.0,69003.73608,3900.83544,46407,1712.7
BDL,12991,70775,83766,60279.958795,35652540336.0,68079.082155,7799.12336,55749,1322.3
RECLTD,12231,39482,51713,63140.27538,21041922300.0,67610.15338,4469.878,108218,372.3
HINDPETRO,6906,21208,28114,63454.4565525,20025442545.75,67336.43076,3881.9742075,28784,450.5
AMBUJACEM,11297,43315,54612,63035.81172,24738112770.0,67001.84442,3966.0327,69145,528.0
JSWSTEEL,7277,29186,36463,60769.8420975,24904362829.5,65375.7203925,4605.878295,94100,1230.7
HEROMOTOCO,6660,45784,52444,57226.0395,40529247727.5,64848.791775,7622.752275,42497,5765.0
NTPC,10817,90959,101776,57691.95945,49751320260.0,63722.88705,6030.9276,111566,358.1
RBLBANK,6216,16137,22353,60309.907955,15835603552.25,62663.2709775,2353.3630225,36585,304.95
HCLTECH,9731,42563,52294,58407.07992,25976702465.0,61776.28457,3369.20465,69191,1692.2
SONACOMS,8485,31373,39858,55482.786485,20833022696.5,61272.3097,5789.523215,17690,529.4
ASHOKLEY,5695,21302,26997,56326.8875,21663490250.0,61269.015,4942.1275,45079,200.0
SBILIFE,7621,28711,36332,58300.2781875,22219546706.25,60623.12025,2322.8420625,43020,1999.4
BIOCON,5989,17310,23299,56432.24275,16945575450.0,60276.74725,3844.5045,26829,372.0
MANAPPURAM,6452,16947,23399,55923.2952,15183381900.0,60155.8392,4232.544,28542,290.25
BPCL,7608,34072,41680,55400.74396,25536662981.5,59995.007525,4594.263565,30995,372.3
KAYNES,15000,41024,56024,54740.88803,15774029493.0,59861.18296,5120.29493,62618,3548.5
NMDC,9831,34004,43835,54587.177775,19463376937.5,59533.12215,4945.944375,71344,81.43
MAXHEALTH,10768,23043,33811,56429.7101025,12299856072.0,59180.8008225,2751.09072,43086,1006.05
ABB,7603,32019,39622,54016.6607125,23210690275.0,59096.8759625,5080.21525,36153,5665.0
SAIL,7702,15147,22849,55611.93972,11293647907.0,58908.27579,3296.33607,55104,153.84
GAIL,11130,14543,25673,57452.97033,7742541933.0,58648.20066,1195.23033,57700,163.07
AUROPHARMA,7935,20623,28558,53821.90044,14281328242.5,57270.957865,3449.057425,46937,1222.1
CUMMINSIND,6434,11107,17541,54080.85328,9468662826.0,56303.18154,2222.32826,23486,4189.0
RVNL,11042,44295,55337,50133.32641,22788395173.75,56243.1618975,6109.8354875,90944,324.25
COFORGE,7895,21851,29746,51176.3445,14404899618.75,54370.9906875,3194.6461875,45750,1715.0
HDFCLIFE,6471,14971,21442,51903.07551,12294348594.0,53459.36145,1556.28594,44441,720.0
ULTRACEMCO,8005,28922,36927,50954.70989,18736719816.0,52940.85805,1986.14816,66854,12610.0
APOLLOHOSP,5431,28707,34138,48309.2514625,25973141331.25,52532.539775,4223.2883125,44340,7065.0
AMBER,7976,15094,23070,49819.31084,9743247474.0,52524.08558,2704.77474,17010,6165.0
SUPREMEIND,7571,21242,28813,48489.11907,13803822460.75,52017.4436775,3528.3246075,14446,3684.0
PIIND,8974,12278,21252,49873.42675,6986535928.75,51276.3710375,1402.9442875,24962,3180.0
DRREDDY,6278,19191,25469,48473.7499375,15077738775.0,50624.6376875,2150.88775,36789,1228.9
LUPIN,5087,16658,21745,47447.77639,15997325222.75,50591.6936175,3143.9172275,22239,2182.0
TRENT,11833,56576,68409,45334.94536,22644506999.0,50117.71535,4782.76999,119198,3821.0
TVSMOTOR,7042,22708,29750,46040.308545,15002043798.0,48782.111525,2741.80298,61349,3725.0
NESTLEIND,7057,27981,35038,46029.0722,18714883180.0,48719.254,2690.1818,48441,1307.4
KEI,6041,16268,22309,45846.730895,12644392335.75,48550.6042525,2703.8733575,14429,4365.0
GRASIM,6643,8330,14973,47130.38315,5953396005.0,47862.6932,732.31005,76631,2808.1
PETRONET,8090,17561,25651,45610.15911,10180756700.0,47565.55361,1955.3945,36141,297.5
UNIONBANK,5727,11613,17340,44344.2936525,9320732871.75,46196.39112,1852.0974675,29537,174.6
TATACONSUM,7018,17582,24600,44675.82438,11217553402.0,46192.5134,1516.68902,36781,1155.4
DIVISLAB,6775,23618,30393,42347.0238,15211955839.0,45223.78219,2876.75839,45645,6194.0
LAURUSLABS,5080,16034,21114,42612.92811,14111335588.0,44868.07399,2255.14588,41217,979.5
DELHIVERY,4467,10698,15165,41712.043835,10185605578.5,43981.48337,2269.439535,18207,444.05
PREMIERENE,8930,16608,25538,40968.958495,7765515259.75,43789.0685925,2820.1100975,13927,790.5
CONCOR,6140,24491,30631,40350.040875,16398710200.0,43524.955375,3174.9145,41931,528.0
YESBANK,6141,11910,18051,41022.19376,8392278398.0,42476.48574,1454.29198,53581,21.31
PERSISTENT,6286,21004,27290,39777.58398,13582974094.0,42357.52492,2579.94094,30920,6272.0
POWERINDIA,4118,5463,9581,40617.44638,5600180648.0,42269.12786,1651.68148,9309,19715.0
SRF,6634,19830,26464,39402.21036,11941980602.0,41913.41638,2511.20602,26554,2916.4
FINNIFTY,1969,43149,45118,32793.667091999996,72424709805.6,41874.725148000005,9081.058056,16622,27674.05
LTF,6084,17999,24083,39381.12945,11869740697.5,41468.573925,2087.444475,39672,284.9
KALYANKJIL,7919,29560,37479,35929.8508875,13955388061.75,40142.766505,4212.9156175,50644,383.0
TATAPOWER,6978,28795,35773,37239.51219,15684711770.0,40102.64739,2863.1352,74791,364.95
IOC,4485,20535,25020,36554.9608125,17122598951.25,39383.484075,2828.5232625,33561,167.09
CIPLA,7395,24393,31788,37104.2346375,12465449058.75,38728.500225,1624.2655875,63096,1323.4
SUZLON,7759,33044,40803,34463.227805,15301490039.0,37879.276945,3416.04914,55756,49.26
LICHSGFIN,7136,15685,22821,36398.7212,8231835040.0,37777.4716,1378.7504,47218,510.35
SWIGGY,8300,12331,20631,34437.6773,5114856253.0,35541.63483,1103.95753,32846,317.0
CROMPTON,7676,19981,27657,32560.56036,8750763180.0,34558.74216,1998.1818,42649,232.5
PIDILITIND,4558,10095,14653,32608.645,7396728170.0,33661.6767,1053.0317,23298,1429.6
GLENMARK,4330,10421,14751,32161.98615,7874772813.75,33655.0642875,1493.0781375,40534,1957.5
INDHOTEL,4533,13427,17960,31091.4246,9344070760.0,33044.4822,1953.0576,39314,679.6
SBICARD,5138,18237,23375,31105.64784,11392171376.0,32884.9616,1779.31376,40124,758.2
LTIM,3412,10032,13444,31346.25048,9262560657.0,32748.00705,1401.75657,22161,6029.5
INDIANB,3503,11352,14855,30572.6071,10264510020.0,32442.2073,1869.6002,16570,867.55
JSWENERGY,6489,15891,22380,29950.8535,7540772160.0,31400.0751,1449.2216,48261,458.05
VOLTAS,5750,17749,23499,29398.443225,9245084955.0,31316.567775,1918.12455,42929,1368.6
BANKINDIA,3659,6099,9758,30125.46004,5191086368.0,31314.43172,1188.97168,18011,157.9
SIEMENS,5109,16805,21914,28873.7980125,9765673884.75,30820.41186,1946.6138475,22558,3215.0
TIINDIA,5455,24176,29631,27234.40668,12440389572.0,30700.0224,3465.61572,23406,2497.5
JINDALSTEL,4013,10632,14645,28970.8608125,7792623418.75,30623.22,1652.3591875,28594,1152.0
MAZDOCK,5677,17858,23535,28111.30676,9398173534.0,30492.8021,2381.49534,47579,2455.0
MARICO,3393,5469,8862,29881.37856,4896686676.0,30459.86532,578.48676,30861,729.55
IRFC,5452,32140,37592,26830.9487,16883130227.5,30110.513475,3279.564775,50766,115.15
APLAPOLLO,3928,6274,10202,29285.85506,4710974975.0,30081.50481,795.64975,30161,2134.0
ASTRAL,4415,13674,18089,28014.3326825,8904700321.25,30005.270895,1990.9382125,24052,1503.9
EXIDEIND,4768,12470,17238,28256.25114,7614707760.0,29802.41874,1546.1676,31171,327.6
KFINTECH,5504,6224,11728,28254.0282,3254613105.0,29077.95925,823.93105,15176,1028.1
JUBLFOOD,4420,6098,10518,28138.241,4007050925.0,29003.68775,865.44675,26175,505.25
HAVELLS,4200,10009,14209,27916.41505,6759895460.0,28910.01965,993.6046,29038,1316.0
MPHASIS,3511,5437,8948,27514.22069,4366628222.0,28320.65291,806.43222,21630,2820.0
DABUR,4243,18663,22906,26589.469375,11941827487.5,28213.61925,1624.149875,37247,500.4
LICI,4548,13284,17832,26639.76056,7958305852.0,28023.78908,1384.02852,24610,837.0
PNBHOUSING,5086,5822,10908,27451.008715,3253529435.0,28013.973065,562.96435,30548,820.9
GMRAIRPORT,3906,13071,16977,26140.582755,9041795451.0,27996.753015,1856.17026,39096,95.25
GODREJCP,4626,11921,16547,26819.0713,7124765790.0,27820.4292,1001.3579,25100,1147.0
CAMS,4850,7358,12208,26581.2531,4082446222.5,27437.015325,855.762225,15662,726.6
BANDHANBNK,4658,9968,14626,25949.10852,5699464740.0,27183.80592,1234.6974,40826,155.07
DMART,4217,25504,29721,23802.05232,14793712000.5,26234.372325,2432.320005,50506,3778.8
HUDCO,4545,17567,22112,24125.9751525,9754833235.5,26156.5181325,2030.54298,33057,191.4
NAUKRI,5212,9595,14807,24838.7085,4686856803.75,25697.7015375,858.9930375,35034,1247.0
IEX,4962,20079,25041,23217.55725,9836853037.5,25383.137625,2165.580375,49228,126.1
MANKIND,4892,19138,24030,23782.07907,9865755758.25,25256.6466525,1474.5675825,17362,2162.5
BLUESTARCO,4069,4402,8471,24587.043975,2672509511.75,25085.4840925,498.4401175,10702,1815.0
OBEROIRLTY,4244,11733,15977,22864.279025,6465130017.5,24416.7392,1552.460175,26110,1530.0
NHPC,4499,12036,16535,22469.344,6220235648.0,23795.41248,1326.06848,21234,78.65
NYKAA,2930,5621,8551,22562.390625,4412726187.5,23573.011875,1010.62125,16294,244.39
ZYDUSLIFE,2768,4768,7536,22611.59424,3967676280.0,23281.99704,670.4028,14591,903.4
PRESTIGE,3154,7039,10193,22083.92982,4952112142.5,23056.171245,972.241425,13266,1543.0
OIL,3096,10210,13306,20823.20646,7208550398.0,22661.96044,1838.75398,20094,485.35
IREDA,4752,10500,15252,21314.06343,5026938696.0,22505.26839,1191.20496,34650,129.5
PAGEIND,4294,9600,13894,21533.25996,5105914043.55,22298.750395500003,765.4904355,24782,34045.0
BOSCHLTD,2272,5726,7998,21269.51878,5475005528.5,22094.449065,824.930285,11299,37750.0
OFSS,3498,11482,14980,20797.18881,7115009981.25,21986.0136225,1188.8248125,23027,7808.5
NUVAMA,3009,6997,10006,20542.4125,4872440550.0,21480.218,937.8055,9200,1356.5
NBCC,3049,7763,10812,19970.4999,5367173045.0,21445.08535,1474.58545,21515,100.4
BRITANNIA,2661,6928,9589,19603.98145,5261915865.0,20497.7651,893.78365,35716,5880.0
UNOMINDA,2866,4008,6874,19346.56053,2753355929.5,19973.349825,626.789295,11551,1211.0
KPITTECH,4126,17019,21145,17695.411775,7733931792.25,19124.4596975,1429.0479225,24980,990.4
TORNTPHARM,1835,3222,5057,18473.759375,3331391942.5,19008.6788,534.919425,12123,4045.0
PATANJALI,3849,3553,7402,17514.74574,1663883847.0,17964.29421,449.54847,43784,505.6
COLPAL,3575,10403,13978,17195.0550975,5102161665.75,17931.421755,736.3666575,38556,2138.0
TATAELXSI,2883,14577,17460,15955.88966,8342471622.0,17390.45588,1434.56622,24607,5501.0
360ONE,2879,4932,7811,16815.3818,2917246595.0,17297.64775,482.26595,8043,1167.0
TATATECH,3007,6426,9433,15948.34352,3483297728.0,16547.2008,598.85728,19419,659.0
FORTIS,2340,5840,8180,15677.3789775,4043116472.0,16469.5411975,792.16222,18567,864.9
IRCTC,2781,12141,14922,14928.5122875,6800923876.25,16158.6698,1230.1575125,46906,614.3
ICICIGI,2638,2623,5261,15933.360235,1597061511.5,16083.10535,149.745115,19972,1855.0
MFSL,2229,3995,6224,14974.93644,2743158624.0,15577.48268,602.54624,26461,1670.5
INOXWIND,3435,8627,12062,13260.884065,3489439703.75,14133.1679775,872.2839125,36249,105.95
SHREECEM,2000,1980,3980,13477.31724,1375416163.75,13693.9163775,216.5991375,14831,27200.0
SYNGENE,2494,9389,11883,11998.5374,4796500050.0,12786.8379,788.3005,19915,476.4
UNITDSPR,2131,6681,8812,11627.48208,3721770284.0,12312.74492,685.26284,36295,1365.0
NIFTYNXT50,661,666,1327,11389.6878775,1148160267.25,11574.24055,184.5526725,1440,68849.4
DALBHARAT,1565,4818,6383,10733.8018775,3301378307.5,11282.9449525,549.143075,16251,2105.7
ICICIPRULI,1781,3605,5386,10858.83844,2216757680.75,11121.2127475,262.3743075,19569,656.5
ALKEM,1502,3216,4718,10655.30305,2207132662.5,10927.379675,272.076625,11736,5695.0
PPLPHARMA,2351,6840,9191,9958.9483875,3023958997.5,10646.8133625,687.864975,14017,161.09
PHOENIXLTD,1569,3510,5079,9306.732715,2132040774.5,9637.15046,330.417745,15665,1675.3
BAJAJHLDNG,1480,2719,4199,8108.857245,1540347493.5,8408.78218,299.924935,6500,10940.0
TORNTPOWER,1201,4608,5809,6894.5231875,2704925386.0,7534.5745475,640.05136,11664,1368.1
SAMMAANCAP,195,153,348,1251.39073,101547123.0,1272.80946,21.41873,38825,147.15
