"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",217951,102791341,103009292,3573262.0452555,6412629.786036501,9985891.831292,7117420,25157.5
"BANKNIFTY",61028,10566347,10627375,1082098.739754,755042.569233,1837141.308987,1316244,58800.3
"HDFCBANK",224981,546498,771479,1149011.03856,19987.26763,1168998.30619,823677,921
"ICICIBANK",91406,347498,438904,867021.24397,20278.22874,887299.47271,335174,1346.9
"INFY",131650,218776,350426,871272.00632,7536.1778,878808.18412,337070,1655.1
"ETERNAL",120217,303322,423539,814905.2321475,49676.212785,864581.4449325,267649,282.8
"RELIANCE",95000,687344,782344,664826.01875,32852.9963,697679.01505,587043,1407.5
"AXISBANK",82466,139020,221486,663099.0551875,9032.391125,672131.4463125,259462,1277.5
"TCS",117155,218834,335989,639550.1207025,7592.2833875,647142.40409,287776,3122
"SBIN",63109,331322,394431,489167.90205,15379.739775,504547.641825,244323,1029.45
"BHARTIARTL",52164,106303,158467,495029.3959175,6638.4135625,501667.80948,184631,1999.9
"BAJFINANCE",69543,101769,171312,490177.379175,6739.412625,496916.7918,220578,938
"KOTAKBANK",55453,32904,88357,470258.0646,3086.3766,473344.4412,165067,421.3
"IDEA",58622,43041,101663,426591.775965,7030.25241,433622.028375,181508,10.22
"VEDL",51548,238837,290385,397866.94854,21997.4806,419864.42914,177246,675.8
"MIDCPNIFTY",14453,1904369,1918822,228634.317852,157079.274168,385713.59202,246623,13155.05
"BAJAJ-AUTO",50295,59382,109677,346772.338095,2658.888345,349431.22644,105729,9185
"HINDZINC",31552,326420,357972,267701.3551625,53493.879425,321195.2345875,122356,694.9
"INDIGO",41025,154911,195936,299551.75596,11935.76616,311487.52212,133289,4857
"AUBANK",28942,157868,186810,289100.7722,16737.3368,305838.109,50685,994.75
"ASHOKLEY",33000,44950,77950,296038.067,3942.9975,299981.0645,78998,181.02
"PERSISTENT",44951,275022,319973,277545.71984,19248.57949,296794.29933,61096,6220
"M&M",41152,68265,109417,293065.09128,3530.17768,296595.26896,140379,3560
"MARUTI",36557,176451,213008,289527.735785,6340.73379,295868.469575,156474,15821
"UPL",29505,112426,141931,279561.5505625,16114.160401500001,295675.710964,58546,694.95
"WIPRO",40382,63347,103729,290091.408,4679.091,294770.499,106170,239.7
"JSWSTEEL",35582,26716,62298,281967.90768,2082.2456025,284050.1532825,108895,1174.8
"HINDUNILVR",38614,77047,115661,276688.2981,3087.22062,279775.51872,99448,2365.8
"MCX",17521,79275,96796,258341.3134375,19523.063875,277864.3773125,67382,2332
"HINDALCO",41190,86752,127942,270013.8994,5145.10199,275159.00139,128573,940
"DIXON",48623,301630,350253,256187.74542,17948.06979,274135.81521,199125,10558
"TATASTEEL",25814,70183,95997,261556.23395,6950.91045,268507.1444,102661,184.5
"COFORGE",41326,105576,146902,252926.8522125,12027.9808875,264954.8331,85644,1666.9
