"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",182278,92222720,92404998,3566822.9906655,4723811.5539745,8290634.54464,6922207,26068.15
"BANKNIFTY",66438,9526978,9593416,1371236.1215889999,630554.844707,2001790.9662960002,1419345,58867.7
"HDFCBANK",225270,273943,499213,1245160.3076,10739.56015,1255899.86775,497054,998
"ICICIBANK",122242,129716,251958,1176427.15498,8083.36718,1184510.52216,253330,1369
"RELIANCE",122940,459446,582386,954584.7806,26982.3666,981567.1472,381542,1543.7
"INFY",102479,225419,327898,632435.70508,11041.64852,643477.3536,292273,1544.1
"MIDCPNIFTY",28486,1156327,1184813,555276.055584,82115.763534,637391.819118,208831,13846
"AXISBANK",76287,80184,156471,611091.426875,4127.3669375,615218.7938125,169713,1275.2
"ETERNAL",78708,52408,131116,581094.610245,4185.189645,585279.79989,186879,302
"BHARTIARTL",52465,145216,197681,540330.951375,8599.48683,548930.438205,165816,2165
"TCS",95842,293872,389714,530903.70669,13106.9493975,544010.6560875,277522,3150
"BAJFINANCE",70395,79902,150297,537151.9689,4748.339475,541900.308375,188519,1005
"KOTAKBANK",61476,130023,191499,517608.43452,7517.47204,525125.90656,144035,2086.5
"ITC",70734,54744,125478,462599.43936,2612.1496,465211.58896,166977,408
"SBIN",59352,193333,252685,435418.9992,7659.945,443078.9442,208783,972.45
"M&M",55799,247932,303731,421172.60352,15545.04392,436717.64744,142637,3747
"MARUTI",49673,738241,787914,398330.19279,25784.2651,424114.45789,148487,16010
"VEDL",69708,80084,149792,403958.905065,4888.31144,408847.216505,154226,495
"JSWSTEEL",46365,24785,71150,361893.7386675,1408.765635,363302.5043025,87423,1135.9
"SHRIRAMFIN",47765,56207,103972,325118.09385,4936.3298325,330054.4236825,106223,822.15
"HINDALCO",57735,141519,199254,316912.94642,7315.16303,324228.10945,177379,777.35
"BEL",52164,116160,168324,312195.10926,6279.9084525,318475.0177125,149719,417.2
"HEROMOTOCO",33781,125975,159756,305787.349215,6917.525265,312704.87448,88380,6014
"IDEA",42023,31564,73587,304786.282395,5479.402155,310265.68455,146131,10.06
"TATASTEEL",31921,93685,125606,298895.8126,7527.90115,306423.71375,133031,168
"LT",42430,89864,132294,300454.4963,3576.5549575,304031.0512575,136730,4025
"TECHM",33824,56295,90119,296762.14272,4694.85894,301457.00166,60318,1461.5
"INDIGO",32861,96538,129399,288085.9884,6564.741675,294650.730075,88216,5835
"BSE",25102,132921,158023,272201.2104375,15595.0942875,287796.304725,83828,2855
"INDUSTOWER",41276,25952,67228,280456.55769,1442.29292,281898.85061,81561,397.9
"HINDUNILVR",38149,83095,121244,278499.53253,3361.59624,281861.12877,115718,2440
