Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
DMART,2986,13421,16407,17533.51941,8065343466.0,18529.60407,996.08466,58361,3924.8
TATACONSUM,2663,11844,14507,17114.074835,7694993295.0,17985.147785,871.07295,38608,1163.2
CAMS,3040,6567,9607,16755.214875,3674142150.0,17367.336375,612.1215,17392,734.0
ABB,2196,10666,12862,15940.853475,7789492977.5,17300.22075,1359.367275,36759,5815.5
NESTLEIND,2482,8586,11068,16138.25215,5703394340.0,16784.24555,645.9934,49886,1296.0
ADANIENSOL,2249,5802,8051,15676.386975,4061638059.75,16620.7900725,944.4030975,42687,1026.9
LTIM,1807,9739,11546,15246.918705,8453864904.0,16454.642745,1207.72404,27653,5627.5
MARICO,1696,6197,7893,15371.85828,5690640252.0,15908.1408,536.28252,32207,753.0
CONCOR,2357,7027,9384,15164.31575,4622502237.5,15878.775625,714.459875,43378,513.5
TATATECH,3081,4817,7898,15332.4288,2494974376.0,15726.09256,393.66376,27111,619.25
DELHIVERY,1653,4008,5661,14954.2533825,3759433643.75,15468.75482,514.5014375,18416,433.45
KFINTECH,2994,3449,6443,14762.31065,1787697455.0,15169.8852,407.57455,16518,995.6
EXIDEIND,2242,8389,10631,13677.53274,5264318214.0,14580.52488,902.99214,35941,340.95
ICICIGI,2301,7457,9758,14071.386745,4634815916.25,14545.5359075,474.1491625,22725,1885.1
PRESTIGE,1727,15388,17115,12405.893445,11197689610.5,14517.80955,2111.916105,15293,1582.0
JSWENERGY,2869,10618,13487,13683.9538,5190794840.0,14429.0522,745.0984,48182,480.0
DALBHARAT,1834,14142,15976,12981.9512875,9813325921.75,14099.980505,1118.0292175,16566,2203.0
WAAREEENER,2296,9270,11566,12542.557475,5215405441.75,13702.3118925,1159.7544175,28116,3119.7
TATAPOWER,2322,19413,21735,12412.00058,10523956696.5,13695.702545,1283.701965,81571,367.85
OBEROIRLTY,2234,12169,14403,12221.494565,6791967269.5,13300.26726,1078.772695,27473,1566.4
ALKEM,1773,3753,5526,12703.9308125,2751569317.5,13256.6239875,552.693175,12779,5736.0
IRFC,2414,15968,18382,11803.53435,8226199955.0,13198.2764,1394.74205,51813,114.87
PETRONET,2140,8773,10913,12175.30108,5167852902.0,12902.9551,727.65402,37985,299.15
BAJAJFINSV,2239,27936,30175,11360.183625,14312531705.0,12897.050675,1536.86705,91816,2025.1
PNBHOUSING,2077,8733,10810,11699.72401,5019392534.0,12794.72935,1095.00534,30656,866.0
SUPREMEIND,1899,3214,5113,12318.424055,2142483717.5,12595.64873,277.224675,15423,3716.0
HUDCO,2034,8391,10425,11013.8115525,4674395203.5,11842.4748375,828.663285,34203,194.5
MPHASIS,1540,5943,7483,11122.22584,4468172035.25,11786.4836925,664.2578525,26525,2615.0
PIDILITIND,1519,3976,5495,11295.96345,2965609865.0,11558.3621,262.39865,24337,1488.5
IREDA,2432,6385,8817,10837.690275,2963719843.5,11426.06121,588.370935,38167,128.86
IRCTC,1903,11626,13529,10338.9276375,6511117436.25,11203.1395,864.2118625,46700,623.5
DABUR,1581,14546,16127,10130.526875,9471340650.0,11147.058375,1016.5315,38432,512.1
COLPAL,2088,11263,13351,10120.64679,5591167071.75,10796.7525075,676.1057175,42848,2152.0
NHPC,2023,9526,11549,10058.95424,4952153024.0,10616.64448,557.69024,26327,79.0
NUVAMA,1454,4285,5739,10141.0948,3085575620.0,10565.451,424.3562,9201,1385.7
OFSS,1692,10123,11815,9243.2954325,5704537379.25,10096.794225,853.4987925,31482,7266.0
FINNIFTY,299,37196,37495,5043.737712,62676066816.6,9531.805878,4488.068166,22158,28154.05
TORNTPOWER,1425,3656,5081,8531.12037,2264507656.75,8965.9944375,434.8740675,14845,1443.0
MANKIND,1701,6728,8429,7988.186025,3276248850.0,8324.619525,336.4335,22801,2084.0
KPITTECH,1884,6932,8816,7739.8702875,3062927553.0,8169.8358175,429.96553,27858,964.5
SYNGENE,1656,7046,8702,7536.6615,3395433600.0,8088.8975,552.236,24611,455.15
PHOENIXLTD,1276,3055,4331,7837.84855,1924376405.0,8057.9926,220.14405,18492,1746.0
NIFTYNXT50,399,788,1187,6935.496105,1375462529.75,7117.7464025,182.2502975,1604,69729.35
PPLPHARMA,1522,4511,6033,6457.629675,1988897190.0,6812.926575,355.2969,15380,162.61
360ONE,1112,4341,5453,6296.2159,2507721875.0,6533.93465,237.71875,10149,1138.0
BAJAJHLDNG,692,3717,4409,3843.25376,2147758280.5,4073.336565,230.082805,8699,11080.0
SAMMAANCAP,149,163,312,961.98998,103881679.0,975.04177,13.05179,38026,148.5
