Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
CANBK,14039,48766,62805,136024.95375,50121221985.0,144919.7136,8894.75985,63751,146.5
LT,18804,138503,157307,128766.7689175,97150330800.25,142648.06192,13881.2930025,141269,3914.0
BHARTIARTL,14043,38381,52424,130638.04312,36371861466.75,135263.0227875,4624.9796675,144856,1966.4
MARUTI,16853,166366,183219,120310.01924,123526562049.0,132460.43973,12150.42049,164638,14378.0
BANKBARODA,14707,54818,69525,118952.116335,47358258509.25,128178.0814275,9225.9650925,61809,278.35
BAJFINANCE,15966,60390,76356,108153.8097,42845495917.5,116864.068875,8710.259175,165644,908.0
DIXON,19166,139478,158644,98877.097705,76734292214.0,116709.769845,17832.67214,132134,10354.0
POWERGRID,21079,144253,165332,104474.61695,73491616960.0,116478.59655,12003.9796,90121,270.0
PFC,21377,66493,87870,105224.626,34136042603.0,114093.11953,8868.49353,81652,386.3
M&M,15610,48151,63761,106818.03132,33971085344.0,112943.68476,6125.65344,132806,3455.0
TATASTEEL,10179,33320,43499,104415.5882,35711831870.0,111105.0369,6689.4487,76464,188.72
BDL,20365,140832,161197,93349.482135,70437303310.5,109810.04524,16460.563105,53519,1329.0
TMPV,33872,161017,194889,96938.75248,47504079552.0,107653.708,10714.95552,168019,364.0
FEDERALBNK,7239,26118,33357,101607.1195,37716476450.0,107152.884,5545.7645,23806,281.15
MUTHOOTFIN,10120,31800,41920,97498.3483925,33007274982.0,104905.2107125,7406.86232,29912,3570.0
KOTAKBANK,12434,20445,32879,102020.0572,17053002220.0,104409.6894,2389.6322,129261,407.8
ETERNAL,14215,53169,67384,93785.49275,36326578812.5,101292.140875,7506.648125,162657,273.0
IDEA,11548,31282,42830,88476.18645,26026400457.0,94835.26002,6359.07357,133679,10.8
TCS,14749,120045,134794,81983.21964,68252599752.75,90092.9221675,8109.7025275,197229,3167.0
ANGELONE,12927,87043,99970,75835.3684,51673472590.0,89091.0943,13255.7259,32094,2400.0
PNB,8494,26802,35296,82122.5296,27070550160.0,86763.3912,4640.8616,49540,121.75
RECLTD,15747,68677,84424,78829.76318,36195994142.0,86310.5446,7480.78142,106441,364.75
ABCAPITAL,7571,20500,28071,77008.18841,21423379715.0,81596.58056,4588.39215,32694,337.0
CHOLAFIN,7915,17898,25813,77726.2200625,18123590412.5,81254.4991875,3528.279125,33070,1594.0
ASIANPAINT,12606,58768,71374,76034.769225,36878025850.0,80913.627725,4878.8585,104825,2395.0
INDIGO,10499,43806,54305,73502.08179,31439373450.0,78945.91629,5443.8345,94674,4690.0
DELHIVERY,8077,18031,26108,74127.6927975,17156253176.5,78279.7433125,4152.050515,18805,439.9
HINDPETRO,7632,43431,51063,68977.413,40557429627.75,78123.8380275,9146.4250275,28129,453.65
BAJAJ-AUTO,10247,59842,70089,72325.77108,43668824827.5,77818.019355,5492.248275,72592,9474.0
VBL,13872,28541,42413,72994.1902875,15718644843.75,76671.294975,3677.1046875,56363,465.9
IDFCFIRSTB,9555,27449,37004,71482.8599975,21443074324.0,74798.0937375,3315.23374,54488,81.43
ASHOKLEY,6967,23911,30878,65875.747,23627489700.0,70956.319,5080.572,45710,194.95
SAIL,9865,15455,25320,67878.12286,11179969007.0,70541.50993,2663.38707,54881,149.49
INDUSINDBK,10635,19488,30123,66961.17491,12632015515.0,69509.43006,2548.25515,68151,908.0
INDUSTOWER,8949,25648,34597,65006.82547,19402878804.0,69198.39851,4191.57304,69637,432.5
JIOFIN,10751,68916,79667,61150.53487,42304192400.0,69061.14012,7910.60525,130423,245.15
KAYNES,18236,49164,67400,62783.88248,18141283020.0,68746.96268,5963.0802,63456,3479.2
RVNL,14419,50995,65414,61821.80664,26157442787.5,68527.559515,6705.752875,91418,324.5
AUBANK,6747,12621,19368,65094.6674,12626716560.0,67183.933,2089.2656,31043,967.8
GLENMARK,8765,23120,31885,62313.470775,17130435630.0,65635.752075,3322.2813,41654,1922.2
ADANIPORTS,9006,37344,46350,59188.51804,25582457351.25,64440.7115525,5252.1935125,71004,1402.5
POLICYBZR,10910,23158,34068,60144.847945,13517141725.5,63681.1952,3536.347255,27650,1545.0
OBEROIRLTY,11303,35764,47067,57710.49249,18826328668.0,62756.26917,5045.77668,25368,1474.4
MANAPPURAM,6988,22563,29551,56894.5161,19534607400.0,62245.4901,5350.974,28805,281.55
JSWSTEEL,7404,15433,22837,59749.271595,12844772673.75,61857.5183325,2108.2467375,92532,1198.1
TITAN,8539,25527,34066,59040.0559875,18270977970.0,61843.9206875,2803.8647,76674,3961.8
WIPRO,7966,26288,34254,57931.3557,19611737550.0,60947.0862,3015.7305,64923,242.5
ONGC,9551,63101,72652,54148.1787,37527693367.5,59682.702375,5534.523675,88653,254.25
SUNPHARMA,9858,55339,65197,55643.400505,31988776260.0,59385.613105,3742.2126,102002,1628.9
HEROMOTOCO,6439,37697,44136,53182.72812,32518540296.0,58961.80608,5779.07796,40127,5636.0
UNIONBANK,7521,17691,25212,56312.2017525,14028529533.0,58933.8664575,2621.664705,30389,171.18
CDSL,9165,37293,46458,53182.381585,23076791263.75,58557.4742225,5375.0926375,48780,1240.1
NTPC,10138,91283,101421,52251.6711,48756373620.0,57763.3323,5511.6612,111471,352.4
ADANIENT,8330,40803,49133,50669.7147546,26014976920.38,57198.0313584,6528.3166038,105540,1995.0
INDIANB,6467,18277,24744,53399.4165,16125286090.0,55963.2774,2563.8609,16319,837.4
LTF,8407,26968,35375,51839.688375,17440200270.0,54888.666075,3048.9777,39094,278.15
PGEL,9662,20343,30005,50661.545565,11137238331.5,54171.49888,3509.953315,24420,563.55
COALINDIA,8824,31970,40794,49378.918005,18881947543.5,52309.16469,2930.246685,67707,421.35
NAUKRI,9971,33964,43935,46645.4294625,16530982128.75,51894.97575,5249.5462875,33410,1237.1
ULTRACEMCO,7695,33009,40704,47792.7973,21256057266.0,49978.41996,2185.62266,67128,12543.0
BPCL,6404,25283,31687,45782.32885,18718986069.25,49604.6970425,3822.3681925,29231,367.15
HINDUNILVR,6765,21190,27955,47473.93908,15390971442.0,49395.3735,1921.43442,67521,2351.0
PAYTM,5243,27261,32504,44351.2353325,23944668706.25,49142.972395,4791.7370625,42282,1172.0
HDFCAMC,6249,12343,18592,47361.30588,9583869048.0,48916.41636,1555.11048,28457,2565.0
JINDALSTEL,6465,12387,18852,44699.24625,8851764593.75,46561.3296875,1862.0834375,28665,1131.5
MAZDOCK,8819,32703,41522,42160.28702,16880440766.0,46311.77468,4151.48766,47315,2433.0
HCLTECH,7294,32034,39328,42833.46508,19277077571.5,45335.840795,2502.375715,68616,1675.0
BHEL,6034,35254,41288,40456.577175,25227273435.0,44747.530275,4290.9531,59606,259.0
RBLBANK,4555,8850,13405,42386.9996175,8507810962.5,43614.1529925,1227.153375,35658,296.6
TRENT,10630,43367,53997,39351.82931,17017241535.0,43014.79466,3662.96535,115633,3717.0
LAURUSLABS,5104,15373,20477,40894.62268,13386028140.0,42726.78408,1832.1614,40668,957.0
EICHERMOT,5770,19146,24916,40010.8249,13886287073.0,42247.34563,2236.52073,48157,6982.0
POLYCAB,4628,13210,17838,40072.48495,11969763566.25,41700.4956125,1628.0106625,36539,7055.5
HUDCO,7203,40416,47619,36576.242145,21911568331.5,41577.296085,5001.05394,32001,188.3
LICHSGFIN,7699,31242,38941,38251.6946,16268401940.0,41114.914,2863.2194,45090,497.45
NESTLEIND,5960,24874,30834,38566.9837,16543690640.0,41053.2901,2486.3064,49069,1306.3
SBILIFE,4946,25381,30327,36976.899375,19385400405.0,39273.178425,2296.27905,42195,2002.8
AMBUJACEM,6757,34169,40926,36018.55866,18799203927.0,39248.76543,3230.20677,69760,510.55
IOC,4622,16318,20940,36723.8639625,13323305726.25,39002.233725,2278.3697625,31432,164.74
TATACONSUM,5964,16778,22742,36636.262355,10603579811.0,38263.965465,1627.70311,37345,1121.1
IRFC,7054,41243,48297,33751.4396,21415719867.5,37895.610775,4144.171175,48237,115.32
BIOCON,3780,15266,19046,34592.4975,14680899600.0,37661.6185,3069.121,25969,371.0
ADANIGREEN,6093,41276,47369,30539.34822,21939712740.0,36980.99562,6441.6474,61773,845.0
GRASIM,5169,7127,12296,35666.8226,5056876872.5,36337.741325,670.918725,74920,2773.6
CUMMINSIND,4306,6914,11220,34605.31626,5818349060.0,35840.90686,1235.5906,23153,4082.8
SBICARD,5918,16926,22844,34357.36976,10545665848.0,35622.58824,1265.21848,40672,739.0
BANKINDIA,4383,7365,11748,34358.8362,6169217912.0,35622.07532,1263.23912,18142,151.8
TVSMOTOR,5351,15458,20809,33959.32869,10056306009.75,35390.9437875,1431.6150975,63968,3655.0
IEX,7040,31304,38344,31664.586375,15091723200.0,35254.255875,3589.6695,47297,123.0
NMDC,6008,16274,22282,32529.426525,9264695895.0,34760.945475,2231.51895,66931,81.9
DLF,5925,26175,32100,30452.7429525,13967983969.5,33099.6701475,2646.927195,92267,628.0
GMRAIRPORT,4611,20676,25287,29966.202855,14010973636.5,33062.24772,3096.044865,38736,94.28
TECHM,3013,12796,15809,31197.28764,13566703314.0,33037.68078,1840.39314,45192,1723.8
ABB,4481,16893,21374,30558.028425,11980526122.5,32931.47715,2373.448725,35365,5454.5
YESBANK,4772,13938,18710,31352.80568,9741037815.0,32822.17183,1469.36615,52158,21.25
PATANJALI,7253,5928,13181,32077.99701,2733078024.0,32817.78225,739.78524,43934,494.3
NUVAMA,4868,12464,17332,30777.4292,8592423790.0,32201.0671,1423.6379,8692,1283.0
GAIL,6001,17392,23393,30327.647175,9129708315.0,31714.784325,1387.13715,55266,160.55
MAXHEALTH,5809,22076,27885,29081.192175,11416960705.5,31615.79673,2534.604555,44095,958.95
POWERINDIA,3121,5676,8797,29091.751595,5590804870.5,30790.3003,1698.548705,8947,19040.0
CGPOWER,5486,21165,26651,28019.41615,11202940908.0,30701.76523,2682.34908,36152,607.9
BAJAJFINSV,5989,24000,29989,28706.122225,11842912047.5,30239.0427,1532.920475,81819,1934.0
OIL,3806,15421,19227,25369.83904,10800885074.0,28317.01978,2947.18074,19754,483.5
VOLTAS,5109,22294,27403,24945.846525,11351859247.5,27225.489,2279.642475,42892,1326.2
CONCOR,3857,19613,23470,24320.14475,12803411450.0,26755.32175,2435.177,42221,508.0
BHARATFORG,3560,8802,12362,25195.05315,6503419185.0,26595.045,1399.99185,19479,1441.6
SWIGGY,6396,10632,17028,25555.28274,4345511560.0,26517.81834,962.5356,30014,308.75
SOLARINDS,3760,11848,15608,24661.3951,8312148068.0,26410.02578,1748.63068,28280,13253.0
MOTHERSON,3598,8434,12032,24907.2171,6084556620.0,26342.6763,1435.4592,37342,114.23
DIVISLAB,4177,13618,17795,24920.55281,8626339545.0,26282.89826,1362.34545,46324,5968.5
IREDA,5778,15102,20880,24524.87769,7018207039.5,25952.381085,1427.503395,34975,128.3
APLAPOLLO,3501,5088,8589,25267.528125,3736548798.5,25909.68611,642.157985,31314,2078.2
AMBER,4103,10738,14841,24209.62802,6737835510.0,25786.18312,1576.5551,18354,6000.0
APOLLOHOSP,2691,12813,15504,23239.95285,11407566421.25,25113.8670625,1873.9142125,44276,6922.5
WAAREEENER,4759,14387,19146,22904.90643,7214335936.5,24933.203295,2028.296865,19974,2805.0
LUPIN,2654,7246,9900,23719.0715425,6784794851.5,24822.8100575,1103.738515,21392,2129.4
PIIND,4570,5891,10461,24081.48932,3277407553.0,24718.98485,637.49553,23958,3100.0
HDFCLIFE,3016,9131,12147,23835.87162,7386192418.0,24584.3158,748.44418,40847,717.0
GODREJPROP,5357,16305,21662,22652.9478725,7399046187.5,24507.1147475,1854.166875,70712,1567.9
TATAPOWER,4295,24243,28538,22129.678585,13122085343.5,24330.61952,2200.940935,73276,359.05
BRITANNIA,3216,7386,10602,23410.1635625,5565378316.25,24200.321725,790.1581625,34862,5898.0
COFORGE,3586,13765,17351,22253.3544,8847648907.5,24183.143475,1929.789075,46968,1668.0
PIDILITIND,3237,5133,8370,22876.39545,3750748115.0,23443.1266,566.73115,22168,1415.0
AUROPHARMA,3510,6596,10106,22583.35838,4429602930.5,23408.047685,824.689305,47225,1178.0
INDHOTEL,3326,10611,13937,21892.9088,7266454930.0,23155.4081,1262.4993,40499,666.95
SUZLON,5152,19916,25068,21528.771085,8929354133.0,23155.357665,1626.58658,55072,47.22
LTIM,2382,7545,9927,21442.14,6988120353.0,22686.49353,1244.35353,22420,5995.5
PNBHOUSING,4161,8089,12250,21542.40751,4436150517.5,22661.817685,1119.410175,29515,806.4
KALYANKJIL,4448,20070,24518,18978.94874,9161743393.5,21920.190175,2941.241435,48267,367.95
DRREDDY,2690,15638,18328,19950.32525,12004245012.5,21611.150375,1660.825125,36238,1182.8
KFINTECH,4450,4500,8950,20930.2639,2262675255.0,21528.01645,597.75255,15131,1001.9
GODREJCP,3520,10147,13667,20281.06575,6032814125.0,21468.707,1187.64125,21896,1166.0
ADANIENSOL,3311,8019,11330,19355.6632725,4892671026.0,20634.6635325,1279.00026,39595,882.9
SRF,3603,6733,10336,19945.7464,3891197192.0,20559.55832,613.81192,25542,2803.0
SIEMENS,3627,10583,14210,19325.8866675,5895904593.25,20435.4451,1109.5584325,22703,3095.0
KEI,2791,5387,8178,19353.94762,3857644610.75,20233.5562275,879.6086075,11902,4096.0
CIPLA,3776,21463,25239,18546.3783,10861428630.0,20025.1896,1478.8113,60996,1314.5
PERSISTENT,2947,13042,15989,17884.63121,8221538217.0,19385.31338,1500.68217,31532,6068.5
UNITDSPR,3423,11915,15338,18304.61572,6539781860.0,19331.79432,1027.1786,36770,1346.5
PRESTIGE,2798,4916,7714,18548.140545,3405091131.0,19238.481855,690.34131,11882,1479.6
ASTRAL,3027,5412,8439,18584.0213675,3440042467.25,19208.50604,624.4846725,21937,1467.0
LODHA,4003,18103,22106,17092.67715,7965202239.0,19057.23954,1964.56239,30923,964.0
TORNTPHARM,1888,2985,4873,18519.0794,2975570880.0,18957.5882,438.5088,12089,3993.0
COLPAL,3610,14562,18172,17198.4946725,7160741734.5,18363.9020175,1165.407345,38024,2132.0
HAVELLS,2699,7227,9926,17134.6669,4785128460.0,17770.8515,636.1846,29197,1278.9
SHREECEM,2599,2125,4724,17115.76957,1458809029.5,17299.172365,183.402795,14264,26790.0
IRCTC,2822,19943,22765,14829.82165,11087541185.0,17059.021,2229.19935,47517,612.5
ICICIPRULI,2810,3210,6020,16635.431065,1940520481.5,16914.73463,279.303565,19195,642.9
MPHASIS,2122,5422,7544,16079.273045,4301667020.75,16650.6557525,571.3827075,21360,2766.0
EXIDEIND,2684,12715,15399,15302.53692,7604189208.0,16577.829,1275.29208,31840,322.0
FINNIFTY,608,39317,39925,9759.436872,64682165101.8,15654.93789,5895.501018,14799,26799.0
MARICO,1722,4785,6507,14937.43476,4276495020.0,15501.08496,563.6502,31080,720.7
360ONE,2782,2557,5339,15225.66,1449627145.0,15492.63145,266.97145,7435,1117.0
KPITTECH,3367,9568,12935,14261.3915025,4291289680.75,15120.15581,858.7643075,22725,1002.0
MFSL,2193,5062,7255,14400.6586,3407796440.0,15099.823,699.1644,26202,1640.0
TATAELXSI,2561,12565,15126,13819.73667,7122189926.0,15030.68593,1210.94926,24321,5445.0
DABUR,2208,12776,14984,13825.73325,8323639625.0,14760.817,935.08375,33891,498.25
BANDHANBNK,2607,7379,9986,13905.34164,4144470948.0,14716.40112,811.05948,40146,148.71
DMART,2561,10407,12968,14011.51659,5983191219.0,14677.95378,666.43719,49482,3665.5
CROMPTON,3367,8542,11909,13504.79844,3633707448.0,14203.94292,699.14448,40651,226.53
BLUESTARCO,2342,3080,5422,13772.84337,1851648236.75,14125.2057375,352.3623675,10923,1838.0
PREMIERENE,3127,7242,10369,12979.653135,3140790501.25,14037.0456475,1057.3925125,14656,738.0
PETRONET,2449,6207,8656,13348.27976,3493399432.0,13989.12658,640.84682,32727,291.0
CAMS,2589,5630,8219,13268.11905,2976764820.0,13818.76725,550.6482,15377,693.0
SUPREMEIND,2126,4179,6305,13177.45807,2706818005.5,13708.900625,531.442555,13804,3608.0
JUBLFOOD,2106,3685,5791,12978.69675,2351479412.5,13430.928375,452.231625,26044,495.25
FORTIS,1953,2919,4872,12555.915585,1956645460.5,12891.28769,335.372105,18017,840.0
OFSS,2109,6099,8208,12199.2524775,3695333883.0,12861.4413075,662.18883,23613,7735.5
PAGEIND,2595,3655,6250,12518.911099500001,1878264841.8,12803.7845175,284.873418,23939,33000.0
DALBHARAT,1785,5679,7464,11760.1691025,3777857703.75,12233.68614,473.5170375,15727,2059.1
LICI,2032,6264,8296,11350.34075,3646280960.0,11895.90535,545.5646,24829,806.0
BOSCHLTD,1278,2152,3430,11574.70806,1975569867.5,11856.094235,281.386175,11422,36480.0
PHOENIXLTD,1966,5189,7155,11227.35621,3165869749.0,11754.6737,527.31749,15490,1630.0
NYKAA,1463,3179,4642,10834.4328125,2476646968.75,11373.87125,539.4384375,16968,237.18
SONACOMS,1770,3689,5459,10714.68447,2315260669.75,11234.8036675,520.1191975,13833,499.7
NBCC,1680,5302,6982,10429.91105,3614228020.0,11206.66625,776.7552,21544,97.3
INOXWIND,2652,9717,12369,9823.3417425,3901880268.0,10844.4525475,1021.110805,35258,104.8
ALKEM,1547,1608,3155,10560.551175,1129050551.25,10735.9316875,175.3805125,11081,5515.0
TIINDIA,2190,4629,6819,10053.4502,2212484110.0,10539.5313,486.0811,23062,2310.3
MANKIND,2190,3132,5322,10199.4864075,1548373947.75,10456.890885,257.4044775,12857,2080.0
JSWENERGY,2209,7275,9484,9873.5462,3413311750.0,10440.6137,567.0675,48552,452.45
NHPC,1911,7876,9787,9311.08992,4039750080.0,10018.28672,707.1968,19482,78.08
ZYDUSLIFE,1214,3034,4248,9579.40038,2476829484.0,9930.87522,351.47484,14215,877.5
TATATECH,1865,3962,5827,9581.23,2105557792.0,9925.60792,344.37792,19426,647.5
SYNGENE,1883,6774,8657,8721.8402,3406071900.0,9341.0592,619.219,19699,468.65
TORNTPOWER,1539,3853,5392,8594.5195325,2201463314.0,8962.5426725,368.02314,10724,1330.0
ICICIGI,1429,2624,4053,8457.618195,1591857985.25,8599.3980475,141.7798525,19455,1831.0
NIFTYNXT50,474,725,1199,7878.25047,1227370002.5,8063.375495,185.125025,1331,67073.2
PPLPHARMA,1689,5345,7034,6748.5287625,2282411985.0,7223.5954875,475.066725,14476,156.0
UNOMINDA,1021,2112,3133,6522.58871,1425962345.5,6819.692165,297.103455,11059,1180.0
BAJAJHLDNG,677,1712,2389,3569.48068,885338342.0,3686.9141,117.43342,5908,10640.0
SAMMAANCAP,372,210,582,2307.31894,138740532.0,2330.01176,22.69282,39025,146.68
