"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",68991,128988729,129057720,1337097.240851,4755226.181025,6092323.421875999,8634994,25763.35
"BANKNIFTY",23459,2060363,2083822,478328.24240349996,344898.230439,823226.4728425,822398,58101.45
"IDEA",42142,90806,132948,281788.343445,26233.1619075,308021.5053525,145528,9.58
"SHRIRAMFIN",35947,207987,243934,233375.21295,31395.54033,264770.75328,94510,795.15
"MARUTI",28536,374337,402873,225261.587475,29381.490325,254643.0778,150325,15634
"SBIN",23788,160392,184180,169888.93245,19370.38245,189259.3149,200492,948.6
"BANKBARODA",18172,113206,131378,154806.236325,19361.0081925,174167.2445175,64929,291.4
"BSE",14577,104840,119417,139677.4323,29475.3565875,169152.7888875,66325,2542.8
"BEL",24329,154069,178398,146557.4736075,17408.97762,163966.4512275,146579,422.2
"INDUSTOWER",23124,69893,93017,149277.15266,10080.12654,159357.2792,89779,382.75
"CANBK",13483,70459,83942,127899.0216,15265.31265,143164.33425,62319,139.69
"MCX",9138,82454,91592,109152.3672875,24739.7119375,133892.079225,47629,9531.5
"ICICIBANK",13228,78431,91659,125332.60866,8486.68674,133819.2954,277153,1349
"TITAN",17700,109584,127284,115630.008095,12312.4714125,127942.4795075,98943,3731.4
"VEDL",18483,90303,108786,108801.006765,12322.33372,121123.340485,140804,512.7
"AMBUJACEM",18371,82090,100461,111546.10908,9265.52571,120811.63479,65451,578.75
"M&M",15074,46532,61606,107840.52628,6547.26042,114387.7867,129462,3553.2
"ADANIGREEN",13720,93322,107042,93501.324,15632.451,109133.775,66031,1108
"TATACONSUM",14947,102303,117250,97546.2015,11328.051955,108874.253455,47947,1195.5
"HDFCBANK",18568,80609,99177,101601.164885,5789.51351,107390.678395,474182,993.4
"ETERNAL",12553,57193,69746,97744.5649675,7982.0524,105726.6173675,146515,322.35
"RELIANCE",12826,100201,113027,95848.1993,8912.4457,104760.645,344632,1487.3
"TCS",17969,112415,130384,95834.0769225,6533.9705375,102368.04746,287857,3019.5
"INFY",16518,68128,84646,97383.49184,4638.284,102021.77584,262505,1486
"PATANJALI",18177,70464,88641,94758.9876,6534.02619,101293.01379,58942,575
"LUPIN",11141,23263,34404,94564.84294,4416.78411,98981.62705,40237,1999
"BHARTIARTL",8983,70896,79879,88520.581525,8908.749355,97429.33088,129529,2077
"MIDCPNIFTY",3292,163005,166297,62659.003148,32087.16497,94746.16811799999,103135,13590.8
"PAYTM",9293,20239,29532,86852.7801225,5554.7348925,92407.515015,42775,1274
"BPCL",11047,67770,78817,79612.5535575,10185.1095625,89797.66312,34640,367.6
"AXISBANK",10427,42238,52665,80849.4315,3857.2978125,84706.7293125,150033,1233.1
"LT",10865,63771,74636,76505.7887475,5219.23451,81725.0232575,137659,3980.9
"GODREJCP",12660,53054,65714,74181.57995,5142.9014,79324.48135,28510,1179.9
"DLF",11131,59175,70306,71496.221115,6908.57607,78404.797185,70028,780
"HINDALCO",11991,35613,47604,71800.2124,4336.48733,76136.69973,129336,845.5
"BAJFINANCE",8568,26302,34870,67249.5732,4114.788375,71364.361575,150404,1040.6
"ITC",9700,66720,76420,65006.46576,4190.32832,69196.79408,142845,414
"PNB",6200,29524,35724,61629.5656,6166.932,67796.4976,47044,123.3
"DABUR",9533,56183,65716,59244.832375,4723.961875,63968.79425,39893,502.3
