Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
TITAN,8293,36099,44392,59901.3958375,26700371547.5,64134.3513125,4232.955475,82946,4140.8
M&M,8300,34245,42545,59173.54322,25010974500.0,62887.58822,3714.045,136583,3580.0
COFORGE,9617,52692,62309,55960.8477375,31920719771.25,62699.07045,6738.2227125,61799,1543.0
TRENT,13020,126128,139148,53423.1934,53318111073.0,62409.75413,8986.56073,150409,4095.0
MARUTI,7262,93045,100307,54508.257575,70989175682.0,61665.814395,7157.55682,148396,14980.0
HINDALCO,8706,24272,32978,57156.77618,16513032879.0,61153.75497,3996.97879,94456,937.7
HINDUNILVR,7667,48236,55903,55217.10612,35468874921.0,60347.59533,5130.48921,77529,2421.0
TECHM,5560,30939,36499,54034.38216,31052365902.0,58410.92118,4376.53902,54203,1616.0
LT,7521,53925,61446,53586.2954025,38683481254.25,57343.027945,3756.7325425,163246,4065.4
ADANIPORTS,6843,51480,58323,50543.979645,38390077034.75,56722.3749925,6178.3953475,82602,1549.5
PERSISTENT,8560,56043,64603,49799.4242,33817083099.0,56470.85519,6671.43099,42769,5840.0
IDEA,6488,21456,27944,51561.536085,18668192157.0,56183.767155,4622.23107,140484,11.15
SHRIRAMFIN,6426,23333,29759,52562.8767675,19519706505.75,55611.831825,3048.9550575,71294,1001.0
ADANIENT,7146,37504,44650,49147.526432399995,26283268262.31,55081.3170555,5933.7906231,111810,2219.0
ASTRAL,7832,39445,47277,49303.4603075,25654711458.0,53748.1398875,4444.67958,28908,1476.1
AMBER,7324,29747,37071,47825.90094,20465169555.0,53644.19649,5818.29555,20542,6629.0
POWERGRID,8814,64960,73774,48437.13301,36605792806.0,53257.98857,4820.85556,98017,292.8
CUMMINSIND,5543,34093,39636,47717.21518,29716054532.0,52834.7605,5117.54532,28257,4362.0
PNB,4960,20898,25858,48684.152,21262372480.0,51936.1168,3251.9648,54547,122.49
MAXHEALTH,9022,31760,40782,48684.46695,17460383713.5,51759.201585,3074.734635,42363,1040.0
ETERNAL,6760,36483,43243,46666.843075,25947559388.25,51139.2582075,4472.4151325,154745,283.55
GODREJPROP,10008,45107,55115,46419.782915,21716622595.25,50855.9088675,4436.1259525,68804,1695.7
SAIL,6273,16602,22875,47105.90651,12763603504.0,50454.20155,3348.29504,56292,159.19
BANKBARODA,5611,25427,31038,47241.3161025,22267225012.5,50441.8218525,3200.50575,60026,288.15
MOTHERSON,6496,14653,21149,46911.99828,11019581869.5,49218.920475,2306.922195,39326,118.06
TATAELXSI,8357,52790,61147,43474.80394,28584423861.0,48708.09255,5233.28861,36604,5205.5
ONGC,6965,55802,62767,41802.237225,35023604017.5,47670.3774,5868.140175,97746,268.4
DLF,7996,35229,43225,43509.230325,19560639557.25,46539.0108975,3029.7805725,90041,661.5
ABCAPITAL,3965,16640,20605,42118.10939,18324852091.0,45369.1603,3251.05091,36066,347.3
APOLLOHOSP,4595,22518,27113,40833.5635,20680226368.75,43777.8271875,2944.2636875,47672,7128.5
DIVISLAB,6794,23216,30010,40822.3965,14676930690.0,43561.8034,2739.4069,52605,6025.0
CHOLAFIN,3878,8138,12016,41856.3494375,8815156731.25,43130.41675,1274.0673125,31429,1741.1
VBL,8064,38486,46550,39866.361075,20215285087.5,43117.0182,3250.657125,79126,439.0
INDUSTOWER,5418,15717,21135,40584.26677,12102696202.0,42883.99379,2299.72702,67209,441.95
FEDERALBNK,2760,12430,15190,39669.9155,18134156650.0,42045.982,2376.0665,23910,286.8
PAGEIND,7471,50321,57792,38976.7444245,27189642763.2,41836.622056500004,2859.8776319999997,29785,35650.0
HDFCLIFE,5106,23244,28350,39784.92892,18626722917.0,41603.93809,1819.00917,51964,703.4
TVSMOTOR,6026,21705,27731,39334.6596125,14440197553.25,41565.970145,2231.3105325,65557,3752.0
NTPC,6937,58717,65654,37826.8521,32490789735.0,40903.82445,3076.97235,135265,363.7
JIOFIN,5909,35837,41746,37340.309725,23640362421.5,40282.30269,2941.992965,126976,268.0
INDIGO,5076,22351,27427,37335.90885,16735734555.0,39814.4544,2478.54555,97210,4901.2
PAYTM,4253,20228,24481,36606.1091975,17879202314.75,39788.197345,3182.0881475,43845,1186.8
NMDC,6524,19212,25736,37086.786225,11347752577.5,39627.792,2541.005775,75496,83.8
RVNL,7655,52537,60192,34655.4863775,27027713897.0,38851.0828475,4195.59647,93864,313.3
ABB,5023,16941,21964,36354.421,12427522095.0,38846.20445,2491.78345,36449,5800.0
LTF,5777,16541,22318,36541.63395,10962234225.0,38337.1137,1795.47975,40992,285.0
NAUKRI,8463,19652,28115,35979.9718875,8888515998.75,37711.006875,1731.0349875,45592,1131.0
DMART,6168,24489,30657,35787.415215,14651161401.0,37562.304225,1774.88901,57404,3893.0
CDSL,5362,32003,37365,33791.7191175,20951829967.0,37552.4637875,3760.74467,50189,1328.9
KALYANKJIL,7065,46629,53694,31163.591345,21857731440.25,37440.1432475,6276.5519025,58275,380.7
APLAPOLLO,4556,11900,16456,34864.18677,9210508636.0,36348.25313,1484.06636,28701,2200.0
POLYCAB,3612,12446,16058,34396.0817,12028174275.0,36052.57445,1656.49275,37281,7611.0
MAZDOCK,6589,41491,48080,31525.0004,21073616440.0,35703.6848,4178.6844,52054,2402.0
LTIM,3831,25932,29763,31961.40255,22461198184.5,35655.859395,3694.456845,28025,5553.0
BAJAJFINSV,6446,59308,65754,32413.883925,30286164207.5,35633.276,3219.392075,90012,2020.8
JUBLFOOD,4892,8492,13384,33048.37875,5863734987.5,34328.103625,1279.724875,28358,544.25
LUPIN,3483,11763,15246,32363.638735,11396162164.25,34146.8503775,1783.2116425,27201,2162.1
INDUSINDBK,5034,14135,19169,31867.57658,9175392611.0,33463.67269,1596.09611,69582,905.7
GAIL,6162,21353,27515,31491.41436,11201623618.5,33078.762045,1587.347685,59423,163.2
TATATECH,6206,19137,25343,30851.9964,9914462912.0,32581.50552,1729.50912,26128,616.9
AUROPHARMA,4799,10950,15749,31201.88401,7348504124.5,32533.195255,1331.311245,50558,1195.0
HINDPETRO,3174,13005,16179,29902.0148775,12427583841.0,32040.0795375,2138.06466,31802,462.5
BAJAJ-AUTO,4124,30696,34820,29487.06522,22579643844.75,32011.3536675,2524.2884475,70215,9517.5
OFSS,5285,26070,31355,28596.2101425,14606997737.25,31269.262515,2673.0523725,30146,7261.0
IREDA,6910,9859,16769,30171.3609,4608621573.0,31091.90163,920.54073,37316,128.69
BHEL,4079,22021,26100,28542.2127375,16152535743.75,30963.695175,2421.4824375,58101,266.0
UNOMINDA,3986,37942,41928,25800.237155,25040071083.5,30520.89799,4720.660835,17904,1153.0
ASIANPAINT,4508,39828,44336,27164.895525,25156305847.5,29485.404,2320.508475,105458,2405.0
ADANIGREEN,4658,17792,22450,27003.18108,10448247756.0,29468.67864,2465.49756,66896,968.0
ASHOKLEY,2684,12269,14953,26720.5075,12567003350.0,28883.291,2162.7835,48277,201.33
OIL,3830,13799,17629,26505.90152,10061149532.0,28879.11684,2373.21532,26821,495.0
SBILIFE,3682,18030,21712,27595.706325,13764866651.25,28803.2478375,1207.5415125,46193,1986.8
IDFCFIRSTB,3418,13294,16712,26926.30073,10654385605.5,28344.709785,1418.409055,51803,84.95
TIINDIA,5162,41379,46541,23822.30062,20156654054.0,28127.12116,4304.82054,32469,2311.7
ANGELONE,3842,19964,23806,25041.190825,13301906392.5,27894.25475,2853.063925,27993,2631.0
HDFCAMC,3250,10248,13498,26568.55212,8526656685.0,27686.13897,1117.58685,31990,2718.1
JSWSTEEL,2999,18346,21345,25010.54334,15515651074.5,27403.281585,2392.738245,96466,1236.0
UPL,2575,8265,10840,25971.8509835,8510528850.5,27198.8454885,1226.994505,36916,736.95
AUBANK,2647,6323,8970,26139.8206,6361794290.0,27101.9635,962.1429,29943,989.05
BANKINDIA,3090,4903,7993,26195.5434,4313103080.0,27030.8142,835.2708,17976,163.02
IEX,5452,19199,24651,24760.954125,9288347437.5,26732.841,1971.886875,55435,120.7
CROMPTON,5664,15600,21264,25036.01622,7159611492.0,26623.60614,1587.58992,49976,243.9
JINDALSTEL,3363,10846,14209,24807.865875,8052940756.25,26439.0234375,1631.1575625,32338,1189.6
UNIONBANK,3129,11043,14172,24491.3718525,8961310609.5,26081.8248225,1590.45297,29309,177.75
KEI,3276,3062,6338,25410.5846575,2430836460.5,25853.0617625,442.477105,16067,4440.0
DRREDDY,3224,11017,14241,24948.288375,8737395356.25,25842.8044375,894.5160625,39929,1237.6
ADANIENSOL,3561,8856,12417,24375.8415825,6163083038.25,25782.159465,1406.3178825,42506,1014.95
LAURUSLABS,3038,10938,13976,24585.33132,9458143196.5,25742.413285,1157.081965,43017,947.5
SOLARINDS,3409,21201,24610,22264.969975,14727457836.5,24626.59834,2361.628365,36547,13001.0
EICHERMOT,3261,12138,15399,23415.22018,9168468185.0,24515.40203,1100.18185,52335,7155.0
BDL,4814,36828,41642,20990.49799,17731269559.5,24275.633585,3285.135595,64445,1268.0
NBCC,3533,7770,11303,22471.7337,5300609535.0,23853.39905,1381.66535,23194,98.18
BPCL,2883,13827,16710,21937.48393,10557269694.75,23697.3671275,1759.8831975,32093,384.55
YESBANK,3358,12532,15890,22224.37411,8808908304.0,23487.23315,1262.85904,56182,21.34
BOSCHLTD,2322,16701,19023,20982.0887875,15888024122.25,23462.45501,2480.3662225,17510,36275.0
SUZLON,4949,27933,32882,21383.51732,13038892937.0,23382.97719,1999.45987,65170,48.05
MPHASIS,3021,13592,16613,21658.7999925,10086448886.25,23214.051355,1555.2513625,26518,2600.0
GODREJCP,3742,7596,11338,21992.5904,4560220515.0,22574.89555,582.30515,25634,1182.2
GLENMARK,2965,7946,10911,21484.651275,5938036128.75,22518.2375625,1033.5862875,40810,1927.1
LICHSGFIN,4121,13454,17575,21377.3844,7192062520.0,22503.3096,1125.9252,50937,517.0
PGEL,3733,15397,19130,20317.97034,8802681855.0,22300.62889,1982.65855,24805,584.95
RBLBANK,2237,5744,7981,21500.356415,5624189602.5,22202.92994,702.573525,39180,301.95
BIOCON,2284,6411,8695,20809.098,6168723200.0,22155.83,1346.732,29665,364.45
PATANJALI,4544,6310,10854,21276.47412,3061621242.0,22121.04654,844.57242,44184,522.9
CGPOWER,3544,14057,17601,20220.152325,8168646948.0,21885.836805,1665.68448,34779,673.85
CONCOR,3259,9226,12485,20750.3155,6089472425.0,21635.41475,885.09925,43364,510.75
ULTRACEMCO,3157,23219,26376,20084.708235,14912731589.0,21555.524125,1470.81589,69943,12733.0
TATAPOWER,3593,33292,36885,18999.097265,18072338827.5,21439.83804,2440.740775,81235,365.4
SUNPHARMA,3287,29303,32590,19517.29514,17519265169.0,21048.52183,1531.22669,127153,1694.7
MARICO,2177,9861,12038,19556.02008,9007658628.0,20580.84636,1024.82628,31561,752.45
COALINDIA,3220,19448,22668,18496.65807,11721908655.0,20118.55212,1621.89405,80154,432.0
GRASIM,2691,6978,9669,19174.066225,5089324370.0,19763.509925,589.4437,80773,2844.6
GMRAIRPORT,2584,9050,11634,17461.146645,6287166722.25,18615.5726175,1154.4259725,39776,97.4
NESTLEIND,2709,11463,14172,17582.6286,7604549590.0,18494.9245,912.2959,48903,1300.0
WAAREEENER,3096,12152,15248,16699.073055,6867979119.75,18313.4392525,1614.3661975,28649,3079.9
CIPLA,3535,12520,16055,17617.5519375,6431606306.25,18252.39,634.8380625,65131,1326.1
BANDHANBNK,3024,7641,10665,17223.1596,4456333080.0,18212.9904,989.8308,40893,158.7
INDHOTEL,2497,8076,10573,17028.839,5719605820.0,17893.2972,864.4582,40915,681.0
HUDCO,3119,12532,15651,16451.8835925,7001934834.0,17769.7244325,1317.84084,35174,191.99
BHARATFORG,2091,6332,8423,16279.03225,5085692220.0,17375.85445,1096.8222,24065,1551.2
IRFC,3257,19136,22393,15652.0088,9904286572.5,17224.949525,1572.940725,52563,114.49
INDIANB,1861,6369,8230,16218.9249,5741800710.0,17192.832,973.9071,16912,870.0
SHREECEM,2232,16090,18322,15149.51217,11379767338.25,17024.5605525,1875.0483825,17812,27350.0
PIDILITIND,2131,10257,12388,15852.0187,7719227665.0,16728.39535,876.37665,24213,1483.4
VOLTAS,2898,13442,16340,15444.5973375,7281443865.0,16711.3609875,1266.76365,45227,1436.0
SYNGENE,3407,15730,19137,15243.0799,7480662660.0,16635.5065,1392.4266,24294,447.95
DELHIVERY,1756,4194,5950,15903.04319,3932388981.5,16530.569255,627.526065,18160,434.15
MFSL,2368,3401,5769,16106.60528,2392419308.0,16477.43836,370.83308,28423,1703.4
BRITANNIA,2051,7107,9158,15089.5333625,5395510102.5,15770.2593875,680.726025,38259,5909.0
LODHA,3180,7317,10497,14951.832795,3428212531.5,15502.85811,551.025315,30294,1052.05
TORNTPHARM,1537,2521,4058,15048.2866,2616339047.5,15317.677075,269.390475,13666,3935.7
PREMIERENE,3134,4354,7488,14317.484935,2040649981.75,14891.7172525,574.2323175,14119,793.5
OBEROIRLTY,2630,7025,9655,14025.055625,3816254687.0,14668.302495,643.24687,26436,1534.0
SBICARD,2282,9215,11497,13673.3012,5742037216.0,14597.67336,924.37216,43053,755.9
BLUESTARCO,2357,2832,5189,14243.8828025,1755746518.5,14541.0529875,297.170185,13303,1871.0
ZYDUSLIFE,1764,3811,5575,14135.14782,3201759396.0,14524.58178,389.43396,16741,887.0
COLPAL,2845,12708,15553,13601.2209075,6308290874.25,14282.80965,681.5887425,42155,2135.0
SWIGGY,3241,8227,11468,13356.67112,3504593079.0,14040.02691,683.35579,34770,319.4
DABUR,1861,16754,18615,11758.998875,10863875900.0,12991.820375,1232.8215,38655,507.6
PNBHOUSING,2143,3367,5510,11711.186435,1877836298.0,12024.804415,313.61798,29744,847.6
EXIDEIND,1865,9820,11685,11160.82404,6177633354.0,11884.44258,723.61854,35887,331.5
TATACONSUM,1751,6997,8748,11151.463565,4516683000.5,11644.04857,492.585005,38470,1157.2
KFINTECH,2312,3898,6210,11065.33275,1977120700.0,11491.93975,426.607,16465,968.5
INOXWIND,2886,6017,8903,10832.40301,2423893829.5,11401.445055,569.042045,38674,106.2
PRESTIGE,1548,5047,6595,10714.110795,3538481697.0,11318.967765,604.85697,14202,1556.4
CAMS,2033,3428,5461,10975.091625,1887325597.5,11300.6226,325.530975,15850,722.0
SONACOMS,1604,7626,9230,10087.600845,4994758625.5,11017.5471,929.946255,18467,513.0
AMBUJACEM,1845,7757,9602,10224.6795,4428515385.0,10812.19335,587.51385,69214,528.0
SUPREMEIND,1631,3248,4879,10513.66155,2186673923.0,10756.08828,242.42673,15150,3678.0
NUVAMA,1494,3049,4543,10083.2196,2165276540.0,10388.385,305.1654,9209,1354.0
NHPC,1845,10159,12004,9212.77504,5283320896.0,10094.816,882.04096,25372,79.4
TORNTPOWER,1575,5797,7372,9391.10073,3594542028.75,10073.6335175,682.5327875,14258,1427.0
IRCTC,1709,10872,12581,9171.733025,6040336618.75,10034.4554625,862.7224375,46197,620.5
ICICIPRULI,1584,7996,9580,9562.975785,4822630338.5,10027.45917,464.483385,20850,650.35
PETRONET,1680,4773,6453,9462.4503,2785968594.0,9949.26374,486.81344,37099,296.6
HAVELLS,1384,4842,6226,9317.80755,3335500690.0,9665.61445,347.8069,30881,1349.6
JSWENERGY,1882,7059,8941,8865.011,3436088130.0,9410.4923,545.4813,47476,472.0
FINNIFTY,259,35330,35589,4312.840644,59174378967.6,9179.08032,4866.239676,18913,27807.1
KPITTECH,2105,8290,10395,8503.977745,3564167576.25,9146.0960075,642.1182625,27737,955.0
MANKIND,1896,6521,8417,8757.2118375,3201742775.25,9092.79459,335.5827525,23107,2060.0
FORTIS,1303,2185,3488,8609.330075,1510011976.25,8836.1148375,226.7847625,20245,853.9
PIIND,1536,2985,4521,8362.5670975,1693610772.0,8684.7348175,322.16772,25788,3125.1
SRF,1354,4789,6143,7852.4831,2826844088.0,8217.72398,365.24088,27251,2900.0
UNITDSPR,1378,8279,9657,7546.1532,4593871968.0,8095.71288,549.55968,37047,1376.2
ALKEM,1090,1869,2959,7649.83585,1339023816.25,7858.5115125,208.6756625,12545,5587.5
360ONE,1126,4850,5976,6282.3149,2848235350.0,6546.2684,263.9535,9454,1113.9
DALBHARAT,854,3723,4577,5892.5996675,2471402914.5,6183.1388125,290.539145,16051,2118.0
PHOENIXLTD,953,2871,3824,5775.828555,1785086376.5,6116.19232,340.363765,17889,1742.3
ICICIGI,934,5020,5954,5641.148695,3129994224.5,5936.22094,295.072245,22628,1865.0
PPLPHARMA,1398,2038,3436,5725.2622875,874547415.0,5869.5301875,144.2679,15062,158.2
NIFTYNXT50,287,441,728,4929.1891675,768196148.0,5001.8006475,72.61148,1459,69058.4
BAJAJHLDNG,783,6625,7408,4249.80472,3807424661.0,4631.20133,381.39661,8787,10999.0
SAMMAANCAP,68,30,98,427.9274,20157884.0,430.84624,2.91884,38198,146.36
