"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",187370,254828366,255015736,3356494.583001,4395296.0852075,7751790.668208499,8233616,25938.85
"BANKNIFTY",59103,68836200,68895303,1132247.820534,1226864.375838,2359112.196372,1669787,59171.25
"HDFCBANK",150434,149829,300263,820278.45416,7832.481745,828110.935905,496734,995
"ICICIBANK",82059,68584,150643,773839.11822,8341.21092,782180.32914,265799,1347
"RELIANCE",74281,150476,224757,575456.95575,11326.66665,586783.6224,338379,1541
"IDEA",55624,42071,97695,479485.1414625,11390.6634075,490875.80487,153909,12.11
"INFY",63277,80722,143999,413633.40488,5583.77432,419217.1792,341622,1623.5
"DIXON",57629,522292,579921,341580.03284,35732.272865,377312.305705,191681,11856
"BHARTIARTL",37099,57921,95020,370177.859655,4203.9713025,374381.8309575,148502,2099.4
"SBIN",48652,120735,169387,354734.466825,7610.36175,362344.828575,188676,973.1
"KOTAKBANK",40955,40272,81227,353765.04892,3369.05136,357134.10028,141942,2155.2
"BEL",60572,122660,183232,340071.74187,11199.0275475,351270.7694175,178912,395.95
"MIDCPNIFTY",11318,6619500,6630818,196792.704366,144866.775044,341659.47941,250146,13601.4
"TCS",56873,107343,164216,324090.7073075,5610.31569,329701.0229975,239018,3255
"ETERNAL",47427,60168,107595,320220.4131325,7723.39123,327943.8043625,172504,276.6
"HAL",47322,96174,143496,308714.762325,8601.344985,317316.10731,138741,4319.9
"VEDL",42784,96934,139718,296106.65221,11801.18201,307907.83422,184485,606
"MARUTI",34528,205527,240055,288230.2986,10625.87254,298856.17114,126660,16625
"INDIGO",38000,134991,172991,286541.388045,9708.889365,296250.27741,180019,5008
"ADANIENT",40875,69912,110787,279591.32302290003,9539.0794248,289130.4024477,140286,2215.8
"AXISBANK",35783,72252,108035,278787.806125,6403.6448125,285191.4509375,185261,1246
"BAJFINANCE",37281,48685,85966,278022.22785,5880.3735,283902.60135,184199,991
"SHRIRAMFIN",32646,112744,145390,263079.546015,14319.93387,277399.479885,111373,974.55
"SAIL",40969,59685,100654,268406.98759,7990.3149,276397.30249,64617,141.3
"HINDALCO",42120,73327,115447,259884.86391,7293.42215,267178.28606,143596,883.3
"ITC",39859,44085,83944,257108.59968,3170.83024,260279.42992,174126,401.1
"TATASTEEL",25442,84433,109875,244066.31975,11504.63325,255570.953,96673,175.68
"HEROMOTOCO",24445,158004,182449,209043.06969,12938.04729,221981.11698,73795,5699
"JIOFIN",31505,30483,61988,217163.88916,3777.95353,220941.84269,119987,293.2
"LT",30480,52803,83283,216515.39644,3388.1592675,219903.5557075,126281,4056
"CANBK",20505,41988,62493,211686.604875,7438.373775,219124.97865,47022,154.2
"BSE",21204,77040,98244,207347.0322,11191.14465,218538.17685,81475,2595
"RECLTD",45104,40794,85898,213819.7320825,4082.0669525,217901.799035,121540,351.8
"COFORGE",32901,101444,134345,205132.0605,10921.977,216054.0375,107275,1668.4
"UPL",19566,29607,49173,207458.1306825,5291.88204,212750.0127225,45696,787.45
"INDUSINDBK",35591,29420,65011,209387.63468,2397.20691,211784.84159,96166,841.45
"M&M",27980,87540,115520,204066.85914,5696.23346,209763.0926,128605,3660
"PNB",20339,33972,54311,198144.488,3765.916,201910.404,55542,121.96
"EICHERMOT",22791,53099,75890,196245.62067,4876.224135,201121.844805,59300,7132.5
"ASHOKLEY",22162,36792,58954,195017.19,5671.424,200688.614,61507,179.05
"BAJAJFINSV",38228,36991,75219,192589.975675,2933.783725,195523.7594,113040,2040.2
"DLF",33755,37696,71451,190255.0296075,5086.48701,195341.5166175,100767,682
"MCX",12966,166954,179920,177552.3349875,15266.5695125,192818.9045,63797,10942
"TMPV",64340,102231,166571,186824.6748,4643.25664,191467.93144,238286,360.9
"PFC",39987,42280,82267,182200.80983,5390.02035,187590.83018,119336,349.9
"HINDZINC",21929,111795,133724,168371.0575925,14650.3741475,183021.43174,103070,625.85
"TRENT",41018,92365,133383,173492.58069,6272.99961,179765.5803,150164,4210
"TITAN",24764,58344,83108,172810.004745,3496.3018825,176306.3066275,102446,3973
"GRASIM",24641,15321,39962,175371.052375,684.126725,176055.1791,78312,2840.3
"SOLARINDS",24931,56241,81172,171114.350725,4337.99528,175452.346005,42854,12290
"ASIANPAINT",24761,39984,64745,171436.1295,2948.7629,174384.8924,99260,2753.5
"FEDERALBNK",12751,19240,31991,170049.599,3227.8655,173277.4645,26310,265.85
"YESBANK",25562,14741,40303,170075.73341,2163.54303,172239.27644,62276,21.34
"NATIONALUM",13353,61570,74923,156216.522,14291.762625,170508.284625,40483,317
"LUPIN",18964,12386,31350,168006.5726475,975.2001125,168981.77276,27937,2080.4
"MUTHOOTFIN",15802,28549,44351,164272.94048,3824.7661925,168097.7066725,33664,3794.7
"NTPC",33999,25016,59015,165828.6666,2098.9296,167927.5962,104006,325.25
"NYKAA",20187,17339,37526,165105.238125,2122.7659375,167228.0040625,28950,263.85
"ADANIPORTS",22982,30142,53124,160279.3556875,2246.07493,162525.4306175,82298,1468.5
"SAMMAANCAP",26350,6363,32713,160460.76596,1236.34847,161697.11443,40202,141.7
"MAXHEALTH",28798,23141,51939,158666.32698,1850.5731825,160516.9001625,60554,1046.6
"IDFCFIRSTB",19977,15189,35166,157019.65447,1834.032935,158853.687405,59299,84.5
"HDFCLIFE",18758,13434,32192,153760.03093,1623.87962,155383.91055,51545,746.15
"TATAPOWER",27141,32236,59377,147674.473815,4214.32031,151888.794125,88812,374.3
"JSWSTEEL",19633,37709,57342,146528.53128,3981.8171025,150510.3483825,111000,1110
"CHOLAFIN",13859,26640,40499,147259.5374375,2108.6190625,149368.1565,52643,1704.3
"DIVISLAB",23141,22073,45214,147882.65772,1089.29733,148971.95505,51198,6480.5
"AUBANK",13860,19876,33736,138239.2719,3015.2997,141254.5716,33427,993.1
"MAZDOCK",27129,179717,206846,128456.43432,11194.5818825,139651.0162025,64811,2474
"RBLBANK",13974,17554,31528,137221.351795,2142.3283925,139363.6801875,35965,309.2
"CONCOR",20540,19314,39854,133632.156625,2492.154,136124.310625,53932,518.05
"TVSMOTOR",20423,49503,69926,129410.2912025,4492.3547725,133902.645975,60971,3639
"HCLTECH",23199,29300,52499,131852.503405,1831.654685,133684.15809,80814,1621.5
"BAJAJ-AUTO",17744,139836,157580,122955.819645,10512.41706,133468.236705,75571,9298
"CDSL",18742,38381,57123,128195.895885,5226.19434,133422.090225,51445,1436.2
"SUZLON",28854,25207,54061,130003.77141,2199.1063125,132202.8777225,69225,52.22
"ADANIGREEN",21380,25293,46673,129110.42016,2320.40094,131430.8211,67666,1010
"LTF",15071,14974,30045,127544.11138799999,2600.1355956,130144.24698360001,36985,304.5
"KAYNES",30067,97822,127889,119116.02943,8985.51046,128101.53989,98040,3941.5
"JUBLFOOD",17677,19210,36887,124265.017625,2359.68575,126624.703375,37346,557.8
"AMBUJACEM",21403,20537,41940,124169.355765,2392.486845,126561.84261,77071,549.5
"NMDC",21241,51478,72719,118914.691275,5370.7563,124285.447575,90566,83.43
"BANKBARODA",14089,28569,42658,120011.8452975,3118.2772725,123130.12257,57766,292.9
"LICHSGFIN",22557,11418,33975,121479.6333,1219.1429,122698.7762,53689,535.7
"LAURUSLABS",12859,15302,28161,119155.39292,2763.180935,121918.573855,37294,1091.7
"PAYTM",12631,18788,31419,119548.938655,1737.105075,121286.04373,42185,1294.2
"GLENMARK",15719,15989,31708,119237.2875375,1554.62895,120791.9164875,52918,2026.6
"BIOCON",11935,8696,20631,116959.51425,1285.08825,118244.6025,35104,391.4
"APOLLOHOSP",13200,32104,45304,115659.46855,2127.839425,117787.307975,46124,6985.5
"GMRAIRPORT",16067,18276,34343,115018.490745,2284.7191425,117303.2098875,58427,102.94
"INDHOTEL",15483,16130,31613,113483.4729,1613.2124,115096.6853,41401,732
"BHEL",15019,26286,41305,110997.0815625,3725.2929,114722.3744625,53465,283.05
"SUNPHARMA",18812,15908,34720,113306.413535,979.955025,114286.36856,82960,1720
"UNIONBANK",16818,12986,29804,112689.318255,1328.71776,114018.036015,30812,150.96
"JINDALSTEL",17497,31754,49251,110660.76925,3033.9043125,113694.6735625,37532,1020.7
"ULTRACEMCO",18798,27234,46032,110401.217315,1063.469165,111464.68648,87464,11701
"INDUSTOWER",14964,19487,34451,107829.23625,2212.16835,110041.4046,77098,423.95
"CUMMINSIND",12050,16815,28865,106045.55228,1394.50414,107440.05642,24916,4369
"PERSISTENT",16779,18508,35287,104458.90203,1034.37975,105493.28178,37791,6235
"ONGC",19474,16857,36331,102904.914375,1117.409175,104022.32355,87959,234.5
"POWERGRID",20493,18948,39441,101633.63701,2090.69635,103724.33336,83346,259.45
"COALINDIA",18530,35863,54393,99842.817105,2110.67937,101953.496475,98105,398.15
"GODREJPROP",17893,15673,33566,97661.9978125,1775.6863025,99437.684115,52377,1977.1
"UNITDSPR",17102,9928,27030,97610.49452,591.29688,98201.7914,48802,1430
"SBICARD",14243,11218,25461,95987.33416,849.34528,96836.67944,36482,848.2
"BANDHANBNK",17796,14824,32620,93728.76228,1984.491,95713.25328,53577,145.6
"ABCAPITAL",8567,11876,20443,92917.29665,2437.54271,95354.83936,38571,348.05
"ANGELONE",15440,50125,65565,90669.8239,4262.485675,94932.309575,36298,2369
"VBL",17429,29229,46658,91647.14705,2362.511435,94009.658485,74422,484.4
"SRF",15134,17473,32607,92285.7119,1193.41244,93479.12434,33775,3067
"AUROPHARMA",13972,16084,30056,91654.40405,1113.60073,92768.00478,56979,1190.4
"JSWENERGY",18806,12414,31220,88782.8944,1334.7593,90117.6537,67294,469.1
"BHARATFORG",11993,19675,31668,87787.14675,2315.6537,90102.80045,28068,1456.6
"RVNL",15023,100485,115508,79729.9262575,9736.420625,89466.3468825,79302,360
"INDIANB",10370,25524,35894,83562.6698,3351.1253,86913.7951,23346,807.1
"WIPRO",10500,18837,29337,82685.4894,1362.4086,84047.898,65471,264.31
"FINNIFTY",1254,3906695,3907949,21511.055205999997,62409.460438999995,83920.515645,68486,27382.8
"BANKINDIA",11180,7535,18715,82033.75648,884.74048,82918.49696,19947,142
"GAIL",14995,17941,32936,80712.890685,1513.751085,82226.64177,55902,170.9
"TECHM",8328,11708,20036,80549.52408,1201.89312,81751.4172,57467,1602.8
"HINDPETRO",8229,14027,22256,79180.51239,2218.4763975,81398.9887875,29007,470
"MOTHERSON",10826,9457,20283,80041.064895,999.515835,81040.58073,46730,119.57
"EXIDEIND",12256,10211,22467,79457.07546,1465.91118,80922.98664,31096,357.9
"IRCTC",13004,40146,53150,78012.17655,2864.9982375,80877.1747875,58072,683.9
"HINDUNILVR",11137,28720,39857,76737.59274,1845.9645,78583.55724,77511,2290
"CIPLA",13782,23794,37576,77016.353625,1494.099675,78510.4533,62300,1488.9
"POLYCAB",8172,15316,23488,77249.1600125,1040.708625,78289.8686375,31167,7492
"POLICYBZR",11521,32503,44024,75475.180515,1912.12721,77387.307725,28468,1861.9
"BDL",14813,51170,65983,73697.768205,3606.5365475,77304.3047525,43934,1467
"INOXWIND",17445,12604,30049,73735.482402,1514.5199942,75250.0023962,43437,121.99
"BPCL",9688,17327,27015,71218.7865725,1951.6786075,73170.46518,28707,369.15
"PNBHOUSING",11484,25911,37395,70752.904755,2044.411265,72797.31602,39064,948.9
"PATANJALI",14705,6141,20846,72083.79414,387.31266,72471.1068,53971,544.25
"LICI",12036,11732,23768,71350.63334,749.95032,72100.58366,32430,848.65
"AMBER",10926,25176,36102,68969.35281,1455.04049,70424.3933,23630,6285
"HUDCO",10985,16413,27398,68693.5168875,1531.842735,70225.3596225,32493,224.85
"SBILIFE",9199,8102,17301,68974.7025375,546.9138,69521.6163375,35213,2019.7
"DMART",11990,18346,30336,68102.7633,1391.409195,69494.172495,55097,3750
"IOC",8630,10622,19252,68342.035125,1035.819525,69377.85465,36096,161.41
