"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",104380,51003777,51108157,2041963.7471425,3153856.1369205,5195819.884063,6026344,26203.3
"BANKNIFTY",34996,1984802,2019798,720991.2804060001,365524.09874050005,1086515.3791465,724427,59523.15
"BHARTIARTL",24153,110177,134330,244888.27692,13885.9154925,258774.1924125,128266,2127
"RELIANCE",25479,192762,218241,199934.0602,23826.7165,223760.7767,306318,1569.6
"HDFCBANK",31860,119664,151524,176352.527285,9173.56253,185526.089815,457700,1005
"SBIN",21695,128070,149765,161988.324,14141.190525,176129.514525,150520,983.05
"MCX",10707,87608,98315,137077.8460875,28401.347075,165479.1931625,43138,10310.5
"ICICIBANK",16270,56735,73005,156947.10339,6178.13049,163125.23388,210713,1375
"MIDCPNIFTY",6035,134852,140887,118196.154698,28628.60587,146824.760568,60529,14013.25
"INFY",17710,78750,96460,110214.67792,8243.8738,118458.55172,236777,1557.3
"KOTAKBANK",11759,37244,49003,98893.5614,3912.25696,102805.81836,120191,2102
"BAJFINANCE",11520,41480,53000,87316.851,4979.330925,92296.181925,161231,1011
"BSE",6820,44587,51407,74177.0278125,16106.5969875,90283.6248,48787,2887
"ADANIPORTS",11422,54435,65857,82638.5181575,7531.26731,90169.7854675,71654,1508.1
"AXISBANK",10339,43948,54287,83574.1048125,4824.608625,88398.7134375,139660,1290
"ADANIENT",11194,37058,48252,81236.1660024,6428.218773,87664.38477540002,81549,2313.9
"LT",11623,46493,58116,82945.7627775,4618.0192625,87563.78204,100681,4060
"SHRIRAMFIN",11383,34268,45651,80410.1556225,6197.65608,86607.8117025,88287,853.5
"SAMMAANCAP",11179,33661,44840,76221.15844,8159.46199,84380.62043,37850,156.84
"TCS",13974,76408,90382,77675.002685,5745.9551275,83420.9578125,224793,3162.9
