"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",87196,171285592,171372788,1497196.9982775,4570427.606342,6067624.604619499,8969496,26250.3
"BANKNIFTY",29071,2299347,2328418,526072.241685,276743.853048,802816.094733,893137,60044.2
"HDFCBANK",66756,248349,315105,362993.26503,16929.68684,379922.95187,516043,978.5
"ICICIBANK",25174,131890,157064,242256.60508,15457.87502,257714.4801,251337,1372
"RELIANCE",26684,244648,271332,213185.1298,21540.6555,234725.7853,311922,1577
"SBIN",25755,228498,254253,195452.823825,18862.06155,214314.885375,173322,1005.4
"ITC",32973,396413,429386,185575.66368,22914.52624,208490.18992,439019,349.6
"INFY",24924,146602,171526,160158.92992,14334.58436,174493.51428,253086,1604.1
"BEL",24336,221307,245643,144238.1447475,23261.8201275,167499.964875,141230,413.35
"GODREJPROP",24914,105506,130420,144691.979245,16126.1716825,160818.1509275,47234,2125.5
"IDEA",16090,40435,56525,135495.2218275,10573.882845,146069.1046725,157322,11.39
"AXISBANK",15809,79487,95296,127246.6091875,8234.1766875,135480.785875,175654,1286.5
"MIDCPNIFTY",5455,266282,271737,91712.9196,38043.562296,129756.481896,118766,13968
"BAJFINANCE",16448,61472,77920,122012.9688,7362.845925,129375.814725,189216,977.65
"BSE",10823,71041,81864,108704.9734875,16824.9579375,125529.931425,65081,2675.8
"TCS",19580,119033,138613,110411.822745,8359.77492,118771.597665,211641,3213
"COALINDIA",17972,131917,149889,104023.52478,13535.967375,117559.492155,95173,426.85
"HAL",14899,123261,138160,101375.449005,14552.385645,115927.83465,110511,4524
"TATASTEEL",9613,72022,81635,98608.53035,12311.0031,110919.53345,84349,185.73
"MARUTI",9803,208098,217901,84604.257475,18874.700055,103478.95753,106040,17170
"BANKBARODA",10520,52485,63005,95031.6889275,8215.2524025,103246.94133,50853,307
"ONGC",16421,138080,154501,88930.32705,9847.319175,98777.646225,96571,238.05
"DIXON",13466,99666,113132,82186.156785,14021.9951,96208.151885,143046,12055
"RECLTD",16567,67256,83823,88589.43394,6794.23514,95383.66908,106550,381
"MCX",5952,32827,38779,82396.106,9679.773125,92075.879125,49715,2198
"HINDUNILVR",11694,61296,72990,83739.02451,5128.57947,88867.60398,69969,2385.5
"BHEL",10194,41324,51518,80571.77835,7309.02165,87880.8,51021,299.7
"HINDPETRO",8036,27825,35861,81440.381205,5689.437165,87129.81837,29446,491
"UNIONBANK",10402,38769,49171,74446.8013575,6249.3624525,80696.16381,27226,162.63
"M&M",9736,47902,57638,74460.55556,5095.8172,79556.37276,115446,3790
"KOTAKBANK",8433,33982,42415,74317.6386,3815.41268,78133.05128,121366,2192.3
"POLYCAB",7512,30874,38386,72674.0094625,4934.6944375,77608.7039,30778,7757
"HINDALCO",10875,54763,65638,71137.53157,5903.30902,77040.84059,126251,931
"VEDL",9911,38364,48275,70391.7369,5782.568805,76174.305705,137257,615.15
"HINDZINC",8726,40180,48906,67565.567615,8586.25775,76151.825365,77883,628.75
"DLF",11512,61123,72635,67519.270665,8146.6899525,75665.9606175,89913,712
"PGEL",10271,79664,89935,61508.861025,14125.69915,75634.560175,24700,629.95
"YESBANK",10011,37813,47824,70707.42055,4479.96433,75187.38488,54088,22.79
"PNB",6948,23066,30014,70457.3216,4278.0056,74735.3272,47041,125
"RBLBANK",7089,18822,25911,70776.2144925,3073.620345,73849.8348375,32711,316.5
"CANBK",6646,17811,24457,69956.34795,3852.82575,73809.1737,43781,154.15
"TRENT",15050,64676,79726,66813.85246,5790.67361,72604.52607,129089,4417
"HEROMOTOCO",7063,61589,68652,63848.717505,8567.37474,72416.092245,63938,5990
"HCLTECH",11751,71225,82976,65424.66798,6594.21798,72018.88596,72598,1605
"MUTHOOTFIN",5713,40522,46235,61561.4198925,7888.5019675,69449.92186,26105,3920.1
"NATIONALUM",5006,22045,27051,62390.7825,6817.2135,69207.996,30577,331.35
"SHRIRAMFIN",7601,23822,31423,63175.0892025,3767.09322,66942.1824225,90582,1002.5
"PATANJALI",12500,18155,30655,64211.65848,2252.85363,66464.51211,51648,570.4
"VOLTAS",10175,68964,79139,56155.6936875,7199.4432,63355.1368875,42456,1476
"BDL",9680,77915,87595,52288.18196,10861.26272,63149.44468,30871,1535.3
"SAMMAANCAP",9111,21235,30346,59336.93969,3667.91978,63004.85947,42967,151.05
"CUMMINSIND",6622,31127,37749,58090.77308,4113.49274,62204.26582,26170,4301.2
"WIPRO",6949,26513,33462,54437.4165,3538.1625,57975.579,53666,263
