"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",103197,144725740,144828937,1736230.3547225,5438535.3882015,7174765.742924,9461283,25683.3
"BANKNIFTY",33255,2849767,2883022,595544.7120480001,314619.40184400004,910164.1138919999,982347,59251.55
"IEX",61510,349350,410860,340274.3205,73657.676625,413931.997125,72271,139.19
"IDEA",42149,98003,140152,356810.8406775,27274.3954125,384085.23609,167298,11.3
"ICICIBANK",34033,154259,188292,337313.31956,19417.95219,356731.27175,254936,1405
"HDFCBANK",55987,213325,269312,290892.407575,15453.266125,306345.6737,621691,939
"BHEL",35107,186344,221451,257790.5392125,36613.1637375,294403.70295,74661,272.5
"MIDCPNIFTY",9373,514202,523575,154720.527948,75832.598736,230553.12668400002,153165,13676.7
"MANAPPURAM",23195,76907,100102,202774.8312,17297.3601,220072.1913,35531,293
"INDUSTOWER",25091,111976,137067,189362.87267,18325.10206,207687.97473,84899,434.8
"RELIANCE",23623,223291,246914,174796.03425,20282.46075,195078.495,478780,1476
"ETERNAL",23078,122205,145283,161881.10877,18450.7684275,180331.8771975,160025,284.7
"SBIN",18994,138869,157863,143227.03755,11520.151875,154747.189425,185505,1000.05
"LT",18353,99039,117392,130393.4253825,7441.86324,137835.2886225,120764,4019.8
"BEL",18967,174768,193735,114103.1715675,17387.530515,131490.7020825,147822,417.95
"BHARTIARTL",12341,72562,84903,120470.2172975,6275.5796825,126745.79698,150829,2031.1
"POWERINDIA",11882,69982,81864,105321.36412,13896.156315,119217.520435,14910,17700
"AXISBANK",13892,66192,80084,111461.03575,5985.8718125,117446.9075625,192650,1274.5
"NATIONALUM",8061,44490,52551,104265.53625,12477.185625,116742.721875,38108,349
"INFY",16765,63116,79881,108916.50768,5989.20036,114905.70804,277731,1616.9
"TCS",18794,133462,152256,105189.0195125,8743.53032,113932.5498325,222686,3212.6
"MCX",7022,49754,56776,97552.3856875,13372.3303125,110924.716,51331,2184
"BSE",9714,57084,66798,98108.0152125,12483.2926125,110591.307825,62466,2678
"ITC",17200,204943,222143,93418.3648,11649.0824,105067.4472,474688,338.25
"CGPOWER",17767,93351,111118,91243.60785,11293.20727,102536.81512,48635,596.15
"HINDZINC",11085,95523,106608,82620.0895975,16220.666,98840.7555975,87744,608.6
"BAJFINANCE",12506,75278,87784,91008.17625,7733.995575,98742.171825,199676,961.5
"SHRIRAMFIN",11344,45424,56768,91912.3194,6474.6858,98387.0052,86525,977.3
"ADANIENT",13037,87111,100148,87694.5039942,9936.5777973,97631.0817915,120119,2156.6
"HCLTECH",15398,74011,89409,89417.351275,6899.497815,96316.84909,90452,1662.1
"MAZDOCK",14047,157307,171354,71854.685,21127.78366,92982.46866,60330,2509.9
"NMDC",15758,64269,80027,86010.7329,6925.3299,92936.0628,83268,80.73
"DIXON",13069,96810,109879,78000.268775,13705.87916,91706.147935,150087,11880
"ASHOKLEY",9005,45621,54626,84092.6,6735.74,90828.34,57272,188.1
"HINDALCO",12900,65148,78048,81529.588,5951.24131,87480.82931,126931,904
"VEDL",11119,75190,86309,78304.04556,8954.70454,87258.7501,132904,610.1
"KOTAKBANK",9683,23015,32698,82706.12184,2652.07092,85358.19276,132897,2127.9
"JIOFIN",11655,47109,58764,79800.560925,5163.1286,84963.689525,117963,287.55
"HAL",11291,86834,98125,76315.65336,8545.955895,84861.609255,120403,4462
"HAVELLS",10861,31626,42487,80806.7857,4012.294,84819.0797,28979,1465.5
"INDIGO",10227,78776,89003,74980.64415,8010.571365,82991.215515,117823,4842
"ASIANPAINT",9847,78363,88210,69971.56405,7253.308425,77224.872475,83897,2838.9
"BANKBARODA",8069,35706,43775,71435.1874275,5303.8460475,76739.033475,58281,300.5
"TATASTEEL",7025,39568,46593,69678.23665,5684.67405,75362.9107,90004,178.5
"MARUTI",7766,117085,124851,64483.31415,8175.718585,72659.032735,115796,16500
"LAURUSLABS",6891,27925,34816,64200.16187,4927.412005,69127.573875,34906,1083.2
"CANBK",6160,21924,28084,62967.1941,4580.7174,67547.9115,47300,150.55
"RECLTD",11924,60620,72544,61436.14988,5263.52414,66699.67402,116863,363.6
"UPL",5671,23341,29012,60248.649268999994,3879.1628339999997,64127.812103000004,43523,770.5
"TITAN",7978,62717,70695,59229.201885,4587.22453,63816.426415,104537,4205
"POLYCAB",6149,20782,26931,59423.9357125,4117.5931625,63541.528875,38072,7690
"IDFCFIRSTB",7465,23232,30697,59828.9069,3225.6400225,63054.5469225,53903,85.98
"DLF",10247,59410,69657,57493.76061,5335.569195,62829.329805,96396,671
"M&M",7968,40515,48483,59136.58766,3562.74432,62699.33198,119617,3679
"COALINDIA",10181,52301,62482,58177.08711,4064.41854,62241.50565,93932,419.9
"GODREJPROP",9274,89275,98549,51577.831525,10085.882345,61663.71387,54629,1992
"INDUSINDBK",9178,19912,29090,56933.46568,2445.30671,59378.77239,95579,882
"ADANIGREEN",9219,35125,44344,53340.79902,4485.12018,57825.9192,61111,944.9
"COFORGE",8373,34257,42630,52651.4900625,4996.1619375,57647.652,83768,1678.6
"BAJAJ-AUTO",6962,76905,83867,50620.40013,6523.71936,57144.11949,82723,9578.5
"DMART",8432,64398,72830,48061.09413,6100.512555,54161.606685,74388,3807
"ADANIPORTS",7203,51835,59038,49507.4683225,4241.0984425,53748.566765,79958,1434.4
"YESBANK",6928,27882,34810,49587.11199,3498.4701,53085.58209,56345,22.84
"FEDERALBNK",3960,9752,13712,50990.827,1861.589,52852.416,23081,255
"KAYNES",10926,107535,118461,40563.57346,12055.16681,52618.74027,99467,3660
"NTPC",9583,74044,83627,48720.31695,3669.45735,52389.7743,102492,336.5
"PNB",4975,16686,21661,49333.632,2723.9008,52057.5328,47924,122.87
"BDL",7973,64603,72576,43364.55179,8243.145995,51607.697785,34837,1520
"HEROMOTOCO",5385,42192,47577,47021.15295,4523.184465,51544.337415,65075,5789
"TRENT",11382,93975,105357,45542.27984,5711.54874,51253.82858,196224,3983
"TMPV",16568,104285,120853,47276.13088,3554.8884,50831.01928,208296,355.15
"PAYTM",5084,16482,21566,47969.26743,2853.97874,50823.24617,35339,1291.9
"GLENMARK",6018,28110,34128,46082.3412,3099.7234125,49182.0646125,44163,2004.5
"EICHERMOT",5927,42404,48331,44872.50812,4231.25783,49103.76595,58914,7510
"HINDUNILVR",6429,35652,42081,45876.80778,2480.68158,48357.48936,79103,2369.2
"ONGC",8369,59861,68230,44282.983725,3649.9959,47932.979625,104772,234.1
"ABB",6834,39257,46091,43501.299625,3623.265125,47124.56475,35525,5074
"CHOLAFIN",4072,16152,20224,44261.9781875,2442.6125,46704.5906875,33411,1722
"JSWSTEEL",5550,17004,22554,43682.4937125,1931.3345025,45613.828215,99486,1160.2
"UNIONBANK",5903,19577,25480,42869.2376025,2489.2434825,45358.481085,29106,162.6
"SUNPHARMA",6955,47874,54829,42511.66444,2564.2477,45075.91214,90061,1737
"PFC",8553,52856,61409,40420.74257,3939.02574,44359.76831,113036,359
"RVNL",7787,43048,50835,39914.133965,4425.0740475,44339.2080125,76135,333.5
"WIPRO",5284,15809,21093,41333.4429,2222.829,43556.2719,55646,262.5
"HINDPETRO",4464,15642,20106,40840.94358,2392.7337225,43233.6773025,33704,449.95
"BIOCON",3972,37966,41938,37799.76425,5392.263,43192.02725,37206,379.95
"SUZLON",8853,39322,48175,39904.974295,3167.145055,43072.11935,65887,49.3
"APOLLOHOSP",4406,27796,32202,40330.81505,2618.2340125,42949.0490625,44901,7255
"CDSL",5749,37460,43209,38932.78391,4012.4000975,42945.1840075,52276,1411
"ABCAPITAL",3658,13465,17123,40543.96256,2389.94748,42933.91004,37856,353.7
"TECHM",4337,9849,14186,41411.87868,1491.58404,42903.46272,45001,1583.2
"IREDA",7960,37229,45189,37628.06532,4512.627255,42140.692575,42586,137.1
"MUTHOOTFIN",3571,25555,29126,37787.40438,3717.0873025,41504.4916825,27293,3825
"LICHSGFIN",7247,27235,34482,38831.4927,2308.1607,41139.6534,50520,528.35
"SIEMENS",6851,44243,51094,36842.3263775,3836.4090975,40678.735475,27471,3025
"TATAPOWER",6638,63813,70451,35542.938675,4082.93842,39625.877095,89288,364.3
"AUBANK",3717,6363,10080,37361.2585,1195.8232,38557.0817,29716,1001
"LTF",5071,18971,24042,34685.400825,2311.842375,36997.2432,37432,300.3
"HDFCAMC",4540,14448,18988,34840.40802,1790.93229,36631.34031,34211,2528.1
"TATAELXSI",5159,56139,61298,29649.56529,6675.5463,36325.11159,37167,5680
"ULTRACEMCO",5817,23667,29484,34834.10285,1315.17148,36149.27433,73566,11914
"JINDALSTEL",5449,17871,23320,34583.0649375,1560.9996875,36144.064625,35042,1011.3
"CUMMINSIND",4118,13676,17794,34201.81566,1869.87384,36071.6895,33482,4111.9
"SOLARINDS",4610,45805,50415,30873.4192,4789.63316,35663.05236,39579,13195
"POWERGRID",6829,25538,32367,33820.38057,1512.34471,35332.72528,89281,259.1
"IRCTC",5744,39221,44965,32490.7191875,2636.645375,35127.3645625,74116,640.95
"INDIANB",3713,14709,18422,31385.332,2148.5599,33533.8919,17260,834.5
"LUPIN",3443,12331,15774,31975.355845,1536.48295,33511.838795,26878,2182.9
"DIVISLAB",4735,28859,33594,31318.73117,2171.65013,33490.3813,55379,6588
"AUROPHARMA",4568,15850,20418,30200.66896,1633.50616,31834.17512,57756,1195
"ANGELONE",4678,35067,39745,27405.2992,4048.5769,31453.8761,36914,2341.2
"SWIGGY",6667,8154,14821,30595.43851,746.13162,31341.57013,25488,351.7
"RBLBANK",3043,8399,11442,29836.8297725,1191.4330375,31028.26281,32313,305.8
"BAJAJFINSV",5814,35398,41212,29070.2739,1826.638225,30896.912125,105143,1989.1
"ZYDUSLIFE",3690,8756,12446,29906.7876,903.33603,30810.12363,20927,893.6
"MAXHEALTH",5534,13454,18988,29661.60393,1090.273065,30751.876995,52695,1017.1
"LODHA",5719,30887,36606,27437.67108,2735.78337,30173.45445,39622,1064
"WAAREEENER",6050,30040,36090,27144.729535,2756.30229,29901.031825,38140,2546.9
"AMBUJACEM",5005,16613,21618,28434.76881,1281.93912,29716.70793,73824,536.6
"PERSISTENT",4253,13364,17617,27327.6215,1964.15603,29291.77753,34760,6413.5
"ADANIENSOL",4129,15296,19425,27151.2551475,1943.6922,29094.9473475,34980,957.6
"GMRAIRPORT",3834,17363,21197,27140.845185,1853.8106175,28994.6558025,48607,100.1
"SBILIFE",3511,16226,19737,27434.130975,1282.086375,28716.21735,51369,2075
"TVSMOTOR",3977,19612,23589,26456.289685,1817.8947325,28274.1844175,62378,3775.9
"INOXWIND",6357,25557,31914,26256.625395,1925.918995,28182.54439,44077,113.66
"OBEROIRLTY",4589,10750,15339,26884.822125,1195.85984,28080.681965,19406,1699
"INDHOTEL",3791,17798,21589,26509.7125,1479.9916,27989.7041,47618,690.7
