"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",161560,266869384,267030944,3140518.336509,5365121.904953,8505640.241462,8491633,25860.75
"BANKNIFTY",56899,70122140,70179039,1172752.940309,1468064.590242,2640817.530551,1714333,58810.8
"RELIANCE",82028,315060,397088,636588.8277,23214.5971,659803.4248,410634,1540
"ICICIBANK",58057,91630,149687,556035.23815,9389.73497,565424.97312,266578,1356.9
"HDFCBANK",93071,175811,268882,510723.088975,9008.204425,519731.2934,536799,989.45
"MIDCPNIFTY",17478,5569678,5587156,338761.20189,126225.247084,464986.448974,236719,13805.95
"INFY",68635,115115,183750,422364.07424,7515.2108,429879.28504,299959,1530.2
"IDEA",52283,31624,83907,377231.1052275,7082.2075875,384313.312815,169256,10.11
"SBIN",46064,185569,231633,340068.06435,13676.001825,353744.066175,215925,983.5
"BHARTIARTL",33324,75514,108838,341538.191605,6429.0762175,347967.2678225,177636,2156.6
"KOTAKBANK",38091,52122,90213,317329.50084,4168.98796,321498.4888,153785,2068.4
"TCS",54289,119705,173994,297874.16176,6887.4001875,304761.5619475,286915,3115.7
"ADANIENT",38854,77461,116315,284080.86510450003,8548.317522000001,292629.1826265,105358,2329.4
"ETERNAL",37987,49882,87869,279383.73978,5868.56499,285252.30477,193308,302.4
"TATASTEEL",30013,48899,78912,275317.0893,6741.0838,282058.1731,132193,166.16
"HAL",39697,136557,176254,265385.882025,9818.38158,275204.263605,160931,4440
"ITC",41080,39459,80539,265745.11056,3013.92224,268759.0328,191733,400.4
"DIXON",35136,107091,142227,256702.84898,9697.064685,266399.913665,106771,14398
"RECLTD",56951,55806,112757,258121.573065,6138.1692875,264259.7423525,161119,351.3
"LT",35888,58223,94111,253456.9644425,4015.490815,257472.4552575,141831,3982.2
"HINDALCO",44952,67706,112658,247844.54058,5771.07685,253615.61743,185289,785.8
"PAYTM",27423,29414,56837,248311.0077325,3822.2854775,252133.29321,58458,1242
"TRENT",53211,88485,141696,228333.46459,7914.13442,236247.59901,175217,4246.5
"INDIGO",26644,34931,61575,231169.54656,2593.144635,233762.691195,96641,5770
"INDUSINDBK",38722,29893,68615,226926.08316,3010.40131,229936.48447,126512,842.5
"BEL",37232,70227,107459,217951.775235,6777.3511575,224729.1263925,159424,410.2
"M&M",27211,45212,72423,200836.27832,4024.63466,204860.91298,150398,3660.7
"VEDL",33183,60650,93833,192958.70723,5113.072155,198071.779385,157018,504.8
"BAJFINANCE",25580,43273,68853,191060.667975,4707.45735,195768.125325,196057,985
"BSE",16930,74185,91115,180053.781075,11814.7732875,191868.5543625,74164,2835.1
"JIOFIN",26458,24593,51051,188115.808,3062.43822,191178.24622,126707,301.1
"TVSMOTOR",30514,16718,47232,185425.65888,997.13075,186422.78963,84037,3440.1
"TITAN",26303,50197,76500,178842.806345,3310.5932825,182153.3996275,101506,3847.1
"EICHERMOT",13336,38098,51434,168165.276805,4362.6638475,172527.9406525,52569,7200
"ASIANPAINT",23093,53419,76512,166906.68655,3811.45365,170718.1402,111324,2878
"LUPIN",19163,38310,57473,166451.2329575,3630.432875,170081.6658325,45268,2041
"AXISBANK",20735,42266,63001,164934.8421875,3245.660375,168180.5025625,173007,1267.1
"PFC",34657,36650,71307,163327.46391,4320.16442,167647.62833,131978,361.3
"SAIL",26173,5015,31188,163285.14024,820.05083,164105.19107,60597,132.64
